,rep,lv,alp,num_cell,error
0,0,1,0.001,100,115.97669768500236
1,0,1,0.001,300,75.26409103428766
2,0,1,0.001,500,54.452611052454685
3,0,1,0.01,100,118.16471010235004
4,0,1,0.01,300,75.02264271302965
5,0,1,0.01,500,54.459118886737855
6,0,2,0.001,100,70.92432166384673
7,0,2,0.001,300,35.31624793322651
8,0,2,0.001,500,24.767813752317462
9,0,2,0.01,100,73.07512214619886
10,0,2,0.01,300,34.74136845398765
11,0,2,0.01,500,27.276315238356617
12,0,4,0.001,100,36.10536698217323
13,0,4,0.001,300,35.822129627132156
14,0,4,0.001,500,27.762664341168303
15,0,4,0.01,100,45.8357453925213
16,0,4,0.01,300,33.32489047910136
17,0,4,0.01,500,26.699993479491624
18,0,6,0.001,100,43.949373029361375
19,0,6,0.001,300,32.452650184837175
20,0,6,0.001,500,30.8388663169859
21,0,6,0.01,100,43.55573309838726
22,0,6,0.01,300,35.09438247297189
23,0,6,0.01,500,30.019426056444267
24,1,1,0.001,100,117.41878895059153
25,1,1,0.001,300,69.63291670570774
26,1,1,0.001,500,46.354138454549556
27,1,1,0.01,100,114.56714982735903
28,1,1,0.01,300,74.9038595089953
29,1,1,0.01,500,47.76947068676956
30,1,2,0.001,100,72.23954242693208
31,1,2,0.001,300,35.440065823617005
32,1,2,0.001,500,26.050609711400643
33,1,2,0.01,100,67.7862946504778
34,1,2,0.01,300,34.094834507441256
35,1,2,0.01,500,25.308886644785858
36,1,4,0.001,100,43.370005697801865
37,1,4,0.001,300,30.575383429038975
38,1,4,0.001,500,26.18869758330786
39,1,4,0.01,100,46.492387824041536
40,1,4,0.01,300,31.6291318616439
41,1,4,0.01,500,30.457404703460234
42,1,6,0.001,100,43.177583778203484
43,1,6,0.001,300,36.00406161657774
44,1,6,0.001,500,29.833350133521833
45,1,6,0.01,100,42.91843960062576
46,1,6,0.01,300,32.85880735957089
47,1,6,0.01,500,26.367480003148447
48,2,1,0.001,100,122.16968838006679
49,2,1,0.001,300,82.70606940440531
50,2,1,0.001,500,50.93361514648907
51,2,1,0.01,100,118.00995152527274
52,2,1,0.01,300,81.4968343928362
53,2,1,0.01,500,52.52718641024243
54,2,2,0.001,100,83.11290302749975
55,2,2,0.001,300,39.43775933835155
56,2,2,0.001,500,28.429900436268788
57,2,2,0.01,100,80.6610247723864
58,2,2,0.01,300,28.382071573631563
59,2,2,0.01,500,29.207838805936397
60,2,4,0.001,100,45.678438681791384
61,2,4,0.001,300,34.161142718902674
62,2,4,0.001,500,29.080571113627993
63,2,4,0.01,100,40.07354562657372
64,2,4,0.01,300,31.62055265454081
65,2,4,0.01,500,28.31217184796791
66,2,6,0.001,100,45.828235570069246
67,2,6,0.001,300,38.68055422135568
68,2,6,0.001,500,28.34566178193724
69,2,6,0.01,100,44.416167592049796
70,2,6,0.01,300,31.692481763148155
71,2,6,0.01,500,26.796269104762363
72,3,1,0.001,100,119.48045618883249
73,3,1,0.001,300,83.5316050786865
74,3,1,0.001,500,49.433692111626144
75,3,1,0.01,100,118.39106316584615
76,3,1,0.01,300,79.97230821633934
77,3,1,0.01,500,55.99245595932114
78,3,2,0.001,100,66.9566855339852
79,3,2,0.001,300,40.01717156140813
80,3,2,0.001,500,25.73962104918191
81,3,2,0.01,100,63.93799248065359
82,3,2,0.01,300,33.01517347057646
83,3,2,0.01,500,37.72932895490677
84,3,4,0.001,100,44.844493890616135
85,3,4,0.001,300,32.688456808442005
86,3,4,0.001,500,28.9495448905804
87,3,4,0.01,100,41.86523211427098
88,3,4,0.01,300,33.491548011173435
89,3,4,0.01,500,25.000921362510265
90,3,6,0.001,100,46.56326882780833
91,3,6,0.001,300,33.52681415648479
92,3,6,0.001,500,27.74147724067067
93,3,6,0.01,100,45.19958811344125
94,3,6,0.01,300,32.89369399690078
95,3,6,0.01,500,25.430344429283238
96,4,1,0.001,100,117.75187629206401
97,4,1,0.001,300,77.23869442835272
98,4,1,0.001,500,43.84002534089969
99,4,1,0.01,100,116.80136730238291
100,4,1,0.01,300,75.7809493543178
101,4,1,0.01,500,57.17807895265411
102,4,2,0.001,100,74.48057853018496
103,4,2,0.001,300,41.085316041973066
104,4,2,0.001,500,28.875608821529166
105,4,2,0.01,100,72.64599115822894
106,4,2,0.01,300,38.71624211123818
107,4,2,0.01,500,22.99392847932015
108,4,4,0.001,100,45.66179496404775
109,4,4,0.001,300,35.048447149019196
110,4,4,0.001,500,29.05154175374503
111,4,4,0.01,100,40.332217241544264
112,4,4,0.01,300,31.031211514346044
113,4,4,0.01,500,25.890315112725848
114,4,6,0.001,100,42.921301948439364
115,4,6,0.001,300,30.678496477635324
116,4,6,0.001,500,26.523226328051177
117,4,6,0.01,100,40.81615282968345
118,4,6,0.01,300,34.64766923983795
119,4,6,0.01,500,28.214924833543456
120,5,1,0.001,100,117.56421200239893
121,5,1,0.001,300,78.0265420719685
122,5,1,0.001,500,53.22065913704871
123,5,1,0.01,100,118.4580459045637
124,5,1,0.01,300,79.43712169577664
125,5,1,0.01,500,58.18466489302899
126,5,2,0.001,100,70.29247185735821
127,5,2,0.001,300,29.45277444600248
128,5,2,0.001,500,25.448968308662455
129,5,2,0.01,100,66.91954369721256
130,5,2,0.01,300,28.00740723050041
131,5,2,0.01,500,30.357441617946645
132,5,4,0.001,100,37.984830315248715
133,5,4,0.001,300,32.53218653727111
134,5,4,0.001,500,26.92636350022702
135,5,4,0.01,100,44.93161251140391
136,5,4,0.01,300,37.04055772759348
137,5,4,0.01,500,30.687252372660225
138,5,6,0.001,100,40.127394292213424
139,5,6,0.001,300,31.622615177522526
140,5,6,0.001,500,26.60440397271948
141,5,6,0.01,100,43.80463651446798
142,5,6,0.01,300,32.61305129601518
143,5,6,0.01,500,26.012919634549473
144,6,1,0.001,100,118.20993348824017
145,6,1,0.001,300,83.6883436754298
146,6,1,0.001,500,54.658305449534616
147,6,1,0.01,100,120.69451504887752
148,6,1,0.01,300,79.80808093747618
149,6,1,0.01,500,53.48902109135619
150,6,2,0.001,100,77.3672394874062
151,6,2,0.001,300,28.276544780008614
152,6,2,0.001,500,32.017864672537755
153,6,2,0.01,100,58.813306763598874
154,6,2,0.01,300,46.09561976292279
155,6,2,0.01,500,25.16606201734029
156,6,4,0.001,100,48.952973800596155
157,6,4,0.001,300,31.962033052985774
158,6,4,0.001,500,28.21572863793051
159,6,4,0.01,100,43.050622191625855
160,6,4,0.01,300,30.62364054128017
161,6,4,0.01,500,26.39395143994106
162,6,6,0.001,100,43.56163068437051
163,6,6,0.001,300,32.56176182952653
164,6,6,0.001,500,27.321186323447876
165,6,6,0.01,100,47.68433595318855
166,6,6,0.01,300,30.09746300910259
167,6,6,0.01,500,30.000695606834785
168,7,1,0.001,100,116.64580690452999
169,7,1,0.001,300,76.74952815942724
170,7,1,0.001,500,50.190450818007655
171,7,1,0.01,100,120.04300447782192
172,7,1,0.01,300,77.23447739488901
173,7,1,0.01,500,50.44056331364539
174,7,2,0.001,100,77.76675091490299
175,7,2,0.001,300,37.6874531736864
176,7,2,0.001,500,26.554225682813595
177,7,2,0.01,100,70.04050547418105
178,7,2,0.01,300,33.86728261865134
