,rep,lv,alp,num_cell,cell_size,sparse_freq,error
94,0,4,0.01,100,4,1,48.70376839514964
95,0,4,0.01,100,4,3,156.70983496612934
96,0,4,0.01,300,1,1,52.51979197054158
97,0,4,0.01,300,1,3,68.42475752448722
98,0,4,0.01,300,2,1,51.25952062392097
99,0,4,0.01,300,2,3,77.69950691986095
100,0,4,0.01,300,4,1,35.40148645272495
101,0,4,0.01,300,4,3,110.13564803973091
102,0,4,0.01,500,1,1,38.666694209430034
103,0,4,0.01,500,1,3,51.61063449616453
104,0,4,0.01,500,2,1,47.119496794524004
105,0,4,0.01,500,2,3,79.6321250382235
106,0,4,0.01,500,4,1,41.03760546065312
107,0,4,0.01,500,4,3,157.25428187785556
108,1,1,0.001,100,1,1,2215.517718771702
109,1,1,0.001,100,1,3,3803.74571032133
110,1,1,0.001,100,2,1,684.7134308329546
111,1,1,0.001,100,2,3,7265.957130325554
112,1,1,0.001,100,4,1,433.0337536696923
113,1,1,0.001,100,4,3,5219.888792302284
114,1,1,0.001,300,1,1,347.3523569515786
115,1,1,0.001,300,1,3,1004.3612947777889
116,1,1,0.001,300,2,1,242.68327062801347
117,1,1,0.001,300,2,3,1678.49110778431
118,1,1,0.001,300,4,1,283.6379253097531
119,1,1,0.001,300,4,3,2866.774262733823
120,1,1,0.001,500,1,1,177.76880138566537
121,1,1,0.001,500,1,3,459.2837421018333
122,1,1,0.001,500,2,1,192.37492665007946
123,1,1,0.001,500,2,3,1294.7834235083558
124,1,1,0.001,500,4,1,187.89235464999777
125,1,1,0.001,500,4,3,1681.6280597042985
126,1,1,0.01,100,1,1,1467.3560908120796
127,1,1,0.01,100,1,3,1666.5526926927826
128,1,1,0.01,100,2,1,467.4075242075889
129,1,1,0.01,100,2,3,1849.93335104367
130,1,1,0.01,100,4,1,393.99472807058606
131,1,1,0.01,100,4,3,3236.96842896814
132,1,1,0.01,300,1,1,347.73400667016284
133,1,1,0.01,300,1,3,554.8378168962383
134,1,1,0.01,300,2,1,267.0718803317014
135,1,1,0.01,300,2,3,1277.0267805670383
136,1,1,0.01,300,4,1,224.7592361748653
137,1,1,0.01,300,4,3,1994.7668227271529
138,1,1,0.01,500,1,1,164.76406506031677
139,1,1,0.01,500,1,3,459.4475382365374
140,1,1,0.01,500,2,1,166.0020964868608
141,1,1,0.01,500,2,3,929.2300222754751
142,1,1,0.01,500,4,1,183.5765194437248
143,1,1,0.01,500,4,3,1403.9782394736758
144,1,2,0.001,100,1,1,488.61457259257793
145,1,2,0.001,100,1,3,1523.7313736923998
146,1,2,0.001,100,2,1,201.77274851748788
147,1,2,0.001,100,2,3,903.7388851589761
148,1,2,0.001,100,4,1,265.5978626546136
149,1,2,0.001,100,4,3,1529.329575728613
150,1,2,0.001,300,1,1,121.13534535430044
151,1,2,0.001,300,1,3,387.0885673868271
152,1,2,0.001,300,2,1,123.03640487971174
153,1,2,0.001,300,2,3,828.5039101241637
154,1,2,0.001,300,4,1,137.62794653454642
155,1,2,0.001,300,4,3,1880.7655720998482
156,1,2,0.001,500,1,1,63.560921832946676
157,1,2,0.001,500,1,3,224.1112005827129
158,1,2,0.001,500,2,1,98.08785914443315
159,1,2,0.001,500,2,3,704.0165043865181
160,1,2,0.001,500,4,1,123.14408502554177
161,1,2,0.001,500,4,3,1157.2489867982342
162,1,2,0.01,100,1,1,373.4659052459437
163,1,2,0.01,100,1,3,382.9424419458873
164,1,2,0.01,100,2,1,277.38689716543365
165,1,2,0.01,100,2,3,624.8508248750337
166,1,2,0.01,100,4,1,118.94070191560319
167,1,2,0.01,100,4,3,1152.9578964939387
168,1,2,0.01,300,1,1,71.89980645046187
169,1,2,0.01,300,1,3,229.54566917868686
170,1,2,0.01,300,2,1,115.5533846650418
171,1,2,0.01,300,2,3,730.4214416324969
172,1,2,0.01,300,4,1,108.2259738452947
173,1,2,0.01,300,4,3,1113.2902940828217
174,1,2,0.01,500,1,1,62.161406140086875
175,1,2,0.01,500,1,3,173.3279472008564
176,1,2,0.01,500,2,1,100.97667140476626
177,1,2,0.01,500,2,3,468.6901135818385
178,1,2,0.01,500,4,1,99.77784320501154
179,1,2,0.01,500,4,3,1110.0323663887943
180,1,4,0.001,100,1,1,174.03455816097437
181,1,4,0.001,100,1,3,114.66597315807039
182,1,4,0.001,100,2,1,58.05814073179179
183,1,4,0.001,100,2,3,183.0315964162823
184,1,4,0.001,100,4,1,58.5571974747605
185,1,4,0.001,100,4,3,267.20930033390255
186,1,4,0.001,300,1,1,46.660431500939445
187,1,4,0.001,300,1,3,118.70161137006083
188,1,4,0.001,300,2,1,59.28271298820046
189,1,4,0.001,300,2,3,274.084730123014
190,1,4,0.001,300,4,1,46.507838407702856
191,1,4,0.001,300,4,3,219.65462469721245
192,1,4,0.001,500,1,1,46.06466286350469
193,1,4,0.001,500,1,3,108.33391803027651
194,1,4,0.001,500,2,1,43.94272167180304
195,1,4,0.001,500,2,3,203.95282843997919
196,1,4,0.001,500,4,1,40.79908774268878
197,1,4,0.001,500,4,3,214.747835099127
198,1,4,0.01,100,1,1,52.63617357165942
199,1,4,0.01,100,1,3,77.69827343233263
200,1,4,0.01,100,2,1,51.25430595223893
201,1,4,0.01,100,2,3,72.58166604350394
202,1,4,0.01,100,4,1,59.87997604027148
203,1,4,0.01,100,4,3,141.28832199502196
204,1,4,0.01,300,1,1,39.160639477105114
205,1,4,0.01,300,1,3,55.53616599196322
206,1,4,0.01,300,2,1,44.52789731370332
207,1,4,0.01,300,2,3,129.74038733717603
208,1,4,0.01,300,4,1,40.42272981156775
209,1,4,0.01,300,4,3,99.54054367906728
210,1,4,0.01,500,1,1,36.64273496160435
211,1,4,0.01,500,1,3,76.04404655712068
212,1,4,0.01,500,2,1,45.83242343035529
213,1,4,0.01,500,2,3,92.25643133724375
214,1,4,0.01,500,4,1,36.05141189602712
215,1,4,0.01,500,4,3,126.00310689298156
216,2,1,0.001,100,1,1,2219.305178889184
217,2,1,0.001,100,1,3,2394.277263437377
218,2,1,0.001,100,2,1,506.27002125369853
219,2,1,0.001,100,2,3,2812.2706809103092
220,2,1,0.001,100,4,1,302.3967606155328
221,2,1,0.001,100,4,3,4823.720283585682
222,2,1,0.001,300,1,1,409.95956253793923
223,2,1,0.001,300,1,3,711.2327969329655
224,2,1,0.001,300,2,1,273.7875531216501
225,2,1,0.001,300,2,3,1580.3441361746848
226,2,1,0.001,300,4,1,269.17567649938053
227,2,1,0.001,300,4,3,2681.366297330987
228,2,1,0.001,500,1,1,232.0197908878676
229,2,1,0.001,500,1,3,402.21949784452306
230,2,1,0.001,500,2,1,205.38411946829856
231,2,1,0.001,500,2,3,977.8978461904055
232,2,1,0.001,500,4,1,208.81377818093782
233,2,1,0.001,500,4,3,1750.8556271905368
234,2,1,0.01,100,1,1,1370.564738684932
235,2,1,0.01,100,1,3,3891.017907402501
236,2,1,0.01,100,2,1,609.7370231404519
237,2,1,0.01,100,2,3,1512.5688019329189
238,2,1,0.01,100,4,1,218.25815353961838
239,2,1,0.01,100,4,3,2521.2301411074027
240,2,1,0.01,300,1,1,305.45233778037044
241,2,1,0.01,300,1,3,545.7418501976456
242,2,1,0.01,300,2,1,231.86959263973998
243,2,1,0.01,300,2,3,1363.8733999508331
244,2,1,0.01,300,4,1,227.21686099254578
245,2,1,0.01,300,4,3,2213.715575244222
246,2,1,0.01,500,1,1,154.8119291638203
247,2,1,0.01,500,1,3,371.22942394602336
248,2,1,0.01,500,2,1,171.63089731375095
249,2,1,0.01,500,2,3,884.9108065008761
250,2,1,0.01,500,4,1,190.44938547339845
251,2,1,0.01,500,4,3,1152.2254982106354
252,2,2,0.001,100,1,1,497.6292214456264
253,2,2,0.001,100,1,3,724.8559814669549
254,2,2,0.001,100,2,1,227.189991544285
255,2,2,0.001,100,2,3,840.4130203927388
256,2,2,0.001,100,4,1,157.1313112549998
257,2,2,0.001,100,4,3,1951.4233612471116
258,2,2,0.001,300,1,1,113.73135336791984
259,2,2,0.001,300,1,3,357.6168879285596
260,2,2,0.001,300,2,1,159.76394193783574
261,2,2,0.001,300,2,3,940.0832248550088
262,2,2,0.001,300,4,1,134.02406922196812
263,2,2,0.001,300,4,3,1518.040246145498
264,2,2,0.001,500,1,1,99.87878242945551
265,2,2,0.001,500,1,3,275.13606300527744
266,2,2,0.001,500,2,1,73.88819570629852
267,2,2,0.001,500,2,3,824.4563650263422
268,2,2,0.001,500,4,1,113.4942851007061
269,2,2,0.001,500,4,3,1479.1299232076344
270,2,2,0.01,100,1,1,376.8703136444396
271,2,2,0.01,100,1,3,784.6717988939006
272,2,2,0.01,100,2,1,258.5153778180395
273,2,2,0.01,100,2,3,787.8924294939461
274,2,2,0.01,100,4,1,194.84751411010998
275,2,2,0.01,100,4,3,1024.8360913003912
276,2,2,0.01,300,1,1,75.64645605675938
277,2,2,0.01,300,1,3,213.30170326647945
278,2,2,0.01,300,2,1,136.25297383215383
279,2,2,0.01,300,2,3,819.0838240495083
280,2,2,0.01,300,4,1,103.13572139507171
281,2,2,0.01,300,4,3,908.2016097517256
282,2,2,0.01,500,1,1,44.90281231574077
283,2,2,0.01,500,1,3,284.3908196797803
284,2,2,0.01,500,2,1,85.2557381892695
285,2,2,0.01,500,2,3,555.9126545368126
286,2,2,0.01,500,4,1,89.0560407182092
287,2,2,0.01,500,4,3,868.2604057274852
288,2,4,0.001,100,1,1,124.67424423978035
289,2,4,0.001,100,1,3,107.54665867731639
290,2,4,0.001,100,2,1,63.50892504555543
291,2,4,0.001,100,2,3,114.98917876033553
292,2,4,0.001,100,4,1,51.93404197136356
293,2,4,0.001,100,4,3,137.97774823622223
294,2,4,0.001,300,1,1,53.74628045980402
295,2,4,0.001,300,1,3,104.93890484666136
296,2,4,0.001,300,2,1,55.446732257165806
297,2,4,0.001,300,2,3,177.86275362304497
298,2,4,0.001,300,4,1,54.59147370430782
299,2,4,0.001,300,4,3,211.34510628028963
300,2,4,0.001,500,1,1,43.4594102311984
301,2,4,0.001,500,1,3,84.78741395545718
302,2,4,0.001,500,2,1,40.54012900558826
303,2,4,0.001,500,2,3,148.55870573533352
304,2,4,0.001,500,4,1,48.5472208179686
305,2,4,0.001,500,4,3,255.2693576499133
306,2,4,0.01,100,1,1,60.826571529122624
307,2,4,0.01,100,1,3,87.76245668579959
308,2,4,0.01,100,2,1,65.98822522645165
309,2,4,0.01,100,2,3,98.1987562921096
310,2,4,0.01,100,4,1,54.47378645346309
311,2,4,0.01,100,4,3,120.2543234141856
312,2,4,0.01,300,1,1,40.84739927296343
313,2,4,0.01,300,1,3,99.26956883267448
314,2,4,0.01,300,2,1,43.32081072822085
315,2,4,0.01,300,2,3,93.72496142235124
316,2,4,0.01,300,4,1,50.37257790542227
317,2,4,0.01,300,4,3,124.18267148844681
318,2,4,0.01,500,1,1,40.24900385834124
319,2,4,0.01,500,1,3,59.894184332082474
320,2,4,0.01,500,2,1,40.24861944792813
321,2,4,0.01,500,2,3,79.48459591461035
322,2,4,0.01,500,4,1,43.88977189419084
323,2,4,0.01,500,4,3,94.72219403348302
324,3,1,0.001,100,1,1,973.2436640400055
325,3,1,0.001,100,1,3,5142.569926790571
326,3,1,0.001,100,2,1,433.17678515687567
327,3,1,0.001,100,2,3,2778.2708015006256
328,3,1,0.001,100,4,1,306.9582310582743
329,3,1,0.001,100,4,3,3814.54386153237
330,3,1,0.001,300,1,1,312.76646085508514
331,3,1,0.001,300,1,3,720.2947125881096
332,3,1,0.001,300,2,1,336.8327917578329
333,3,1,0.001,300,2,3,1646.685984004024
334,3,1,0.001,300,4,1,297.3081185042845
335,3,1,0.001,300,4,3,2629.274187394028
336,3,1,0.001,500,1,1,211.36480606940233
337,3,1,0.001,500,1,3,488.2568803152755
338,3,1,0.001,500,2,1,229.06055132988462
339,3,1,0.001,500,2,3,986.1166135292601
340,3,1,0.001,500,4,1,196.17920300119496
341,3,1,0.001,500,4,3,2091.961156644226
342,3,1,0.01,100,1,1,1794.6771733716994
343,3,1,0.01,100,1,3,1401.59630164219
344,3,1,0.01,100,2,1,362.36063370108246
345,3,1,0.01,100,2,3,1982.139901759091
346,3,1,0.01,100,4,1,346.71518641940446
347,3,1,0.01,100,4,3,3494.994924988564
348,3,1,0.01,300,1,1,240.92435705782236
349,3,1,0.01,300,1,3,551.8609513238092
350,3,1,0.01,300,2,1,257.57379367043836
351,3,1,0.01,300,2,3,1611.4432263267586
352,3,1,0.01,300,4,1,237.82129191664288
353,3,1,0.01,300,4,3,2367.43861245961
354,3,1,0.01,500,1,1,184.8788983084496
355,3,1,0.01,500,1,3,465.67831099732746
356,3,1,0.01,500,2,1,171.9252235800256
357,3,1,0.01,500,2,3,978.8892243892714
358,3,1,0.01,500,4,1,189.66975478711356
359,3,1,0.01,500,4,3,1311.2914448693684
360,3,2,0.001,100,1,1,535.2061412119932
361,3,2,0.001,100,1,3,766.615227779133
362,3,2,0.001,100,2,1,346.0845765783502
363,3,2,0.001,100,2,3,824.0966237974814
364,3,2,0.001,100,4,1,146.69470716811117
365,3,2,0.001,100,4,3,1610.1917305968602
366,3,2,0.001,300,1,1,95.15426998387021
367,3,2,0.001,300,1,3,281.08575824868683
368,3,2,0.001,300,2,1,128.98010970058863
369,3,2,0.001,300,2,3,981.6891929824855
370,3,2,0.001,300,4,1,139.23478393770577
371,3,2,0.001,300,4,3,2215.2374802786912
372,3,2,0.001,500,1,1,105.16456018207158
373,3,2,0.001,500,1,3,260.75613911571605
374,3,2,0.001,500,2,1,95.29838844320415
375,3,2,0.001,500,2,3,605.2294363477771
376,3,2,0.001,500,4,1,123.69751074345474
377,3,2,0.001,500,4,3,1168.7604221551578
378,3,2,0.01,100,1,1,196.40873505190322
379,3,2,0.01,100,1,3,502.55706453200224
380,3,2,0.01,100,2,1,197.45471195845866
381,3,2,0.01,100,2,3,493.1466941323706
382,3,2,0.01,100,4,1,153.99545267940005
383,3,2,0.01,100,4,3,1425.0677612626448
384,3,2,0.01,300,1,1,93.41334285086532
385,3,2,0.01,300,1,3,240.59268219480018
386,3,2,0.01,300,2,1,96.7529597119869
387,3,2,0.01,300,2,3,972.5873963969696
388,3,2,0.01,300,4,1,113.93363264327654
389,3,2,0.01,300,4,3,1174.0270089130247
390,3,2,0.01,500,1,1,65.80493402480694
391,3,2,0.01,500,1,3,190.19301891434722
392,3,2,0.01,500,2,1,74.85184160318425
393,3,2,0.01,500,2,3,500.52727138200936
394,3,2,0.01,500,4,1,89.24350370496786
395,3,2,0.01,500,4,3,990.4364521795763
396,3,4,0.001,100,1,1,130.88974968711054
397,3,4,0.001,100,1,3,160.30289365431273
398,3,4,0.001,100,2,1,68.27784390472439
399,3,4,0.001,100,2,3,159.58035778820678
400,3,4,0.001,100,4,1,56.562471728225155
401,3,4,0.001,100,4,3,293.94806377698245
402,3,4,0.001,300,1,1,55.18986783161528
403,3,4,0.001,300,1,3,103.7089877729617
404,3,4,0.001,300,2,1,46.5164742172988
405,3,4,0.001,300,2,3,170.75185072658437
406,3,4,0.001,300,4,1,48.32297094194919
407,3,4,0.001,300,4,3,202.6414579823351
408,3,4,0.001,500,1,1,47.68548134488655
409,3,4,0.001,500,1,3,113.23791588928965
410,3,4,0.001,500,2,1,42.244691069674964
411,3,4,0.001,500,2,3,172.47968146324268
412,3,4,0.001,500,4,1,46.82575220007782
413,3,4,0.001,500,4,3,208.7873957735601
414,3,4,0.01,100,1,1,47.22759140992075
415,3,4,0.01,100,1,3,152.8902564779317
416,3,4,0.01,100,2,1,92.72631576361754
417,3,4,0.01,100,2,3,91.2967081672352
418,3,4,0.01,100,4,1,68.72500679059631
419,3,4,0.01,100,4,3,150.23795451270865
420,3,4,0.01,300,1,1,47.81138048388989
421,3,4,0.01,300,1,3,79.55924596033141
422,3,4,0.01,300,2,1,45.69813033350639
423,3,4,0.01,300,2,3,91.14814121089378
424,3,4,0.01,300,4,1,52.91529475907909
425,3,4,0.01,300,4,3,140.949295739901
426,3,4,0.01,500,1,1,47.146414394603795
427,3,4,0.01,500,1,3,54.74138912455022
428,3,4,0.01,500,2,1,31.260006244766412
429,3,4,0.01,500,2,3,99.84223732461578
430,3,4,0.01,500,4,1,46.26489567953612
431,3,4,0.01,500,4,3,136.50358302930155
432,4,1,0.001,100,1,1,1444.8145700925068
433,4,1,0.001,100,1,3,1863.6714809985142
434,4,1,0.001,100,2,1,587.0423881311507
435,4,1,0.001,100,2,3,2127.5819944923965
436,4,1,0.001,100,4,1,353.0994130782856
437,4,1,0.001,100,4,3,4884.475830435954
438,4,1,0.001,300,1,1,285.6891955431135
439,4,1,0.001,300,1,3,780.03878747588
440,4,1,0.001,300,2,1,242.1358446398564
441,4,1,0.001,300,2,3,1461.316892023788
442,4,1,0.001,300,4,1,245.37617158787214
443,4,1,0.001,300,4,3,2894.2462961886504
444,4,1,0.001,500,1,1,181.4972872310283
445,4,1,0.001,500,1,3,457.44478171737137
446,4,1,0.001,500,2,1,226.36567298850963
447,4,1,0.001,500,2,3,1090.229230196369
448,4,1,0.001,500,4,1,221.9727967774485
449,4,1,0.001,500,4,3,1944.2408775426863
450,4,1,0.01,100,1,1,1603.8402520261077
451,4,1,0.01,100,1,3,2495.9443239499296
452,4,1,0.01,100,2,1,431.36063708921023
453,4,1,0.01,100,2,3,2048.984693737572
454,4,1,0.01,100,4,1,304.8883699382862
455,4,1,0.01,100,4,3,4301.261913827659
456,4,1,0.01,300,1,1,317.15167860402374
457,4,1,0.01,300,1,3,494.77440916620833
458,4,1,0.01,300,2,1,257.00048965425464
459,4,1,0.01,300,2,3,1236.3243970472765
460,4,1,0.01,300,4,1,220.15219104073006
461,4,1,0.01,300,4,3,1456.6151808144143
462,4,1,0.01,500,1,1,161.56640839617447
463,4,1,0.01,500,1,3,390.23507302161846
464,4,1,0.01,500,2,1,211.30257049966525
465,4,1,0.01,500,2,3,826.5829679790189
466,4,1,0.01,500,4,1,175.9792287187506
467,4,1,0.01,500,4,3,1266.88936250753
468,4,2,0.001,100,1,1,364.8507495595825
469,4,2,0.001,100,1,3,849.8385353162679
470,4,2,0.001,100,2,1,340.46507782503346
471,4,2,0.001,100,2,3,1338.4425846566435
472,4,2,0.001,100,4,1,153.00839075579327
473,4,2,0.001,100,4,3,1202.2585310465336
474,4,2,0.001,300,1,1,87.16375305023857
475,4,2,0.001,300,1,3,241.98822825947263
476,4,2,0.001,300,2,1,115.53150875948874
477,4,2,0.001,300,2,3,927.6451012807603
478,4,2,0.001,300,4,1,159.65483134510626
479,4,2,0.001,300,4,3,1466.792313747305
480,4,2,0.001,500,1,1,72.52124325003459
481,4,2,0.001,500,1,3,257.2651549281607
482,4,2,0.001,500,2,1,108.50625140874875
483,4,2,0.001,500,2,3,692.3903054291392
484,4,2,0.001,500,4,1,110.03495500377207
485,4,2,0.001,500,4,3,1218.8959713561367
486,4,2,0.01,100,1,1,141.42418105279208
487,4,2,0.01,100,1,3,527.2261035424996
488,4,2,0.01,100,2,1,178.13326420179277
489,4,2,0.01,100,2,3,614.663272379799
490,4,2,0.01,100,4,1,167.61391953329698
491,4,2,0.01,100,4,3,1381.0394691523984
492,4,2,0.01,300,1,1,89.17343620551704
493,4,2,0.01,300,1,3,274.14539052493507
494,4,2,0.01,300,2,1,99.58222833229753
495,4,2,0.01,300,2,3,601.2379444926022
496,4,2,0.01,300,4,1,126.85896537828727
497,4,2,0.01,300,4,3,1377.9988259237905
498,4,2,0.01,500,1,1,43.28043245076021
499,4,2,0.01,500,1,3,176.0348946174764
500,4,2,0.01,500,2,1,81.02167880367388
501,4,2,0.01,500,2,3,444.32005019882223
502,4,2,0.01,500,4,1,93.78395645223556
503,4,2,0.01,500,4,3,901.5713090793463
504,4,4,0.001,100,1,1,117.84058504816643
505,4,4,0.001,100,1,3,135.53926533593008
506,4,4,0.001,100,2,1,59.79191630237121
507,4,4,0.001,100,2,3,236.6983574364174
508,4,4,0.001,100,4,1,61.362131248433336
509,4,4,0.001,100,4,3,259.0072253608047
510,4,4,0.001,300,1,1,64.71003547043587
511,4,4,0.001,300,1,3,93.66644260693604
512,4,4,0.001,300,2,1,48.123763205208675
513,4,4,0.001,300,2,3,156.71051431236532
514,4,4,0.001,300,4,1,50.70355489177807
515,4,4,0.001,300,4,3,285.65152552273025
516,4,4,0.001,500,1,1,57.62099414565637
517,4,4,0.001,500,1,3,103.2326139678012
518,4,4,0.001,500,2,1,34.44451891007133
519,4,4,0.001,500,2,3,171.03705482645975
520,4,4,0.001,500,4,1,37.65482548986689
521,4,4,0.001,500,4,3,224.77621312181427
522,4,4,0.01,100,1,1,57.017025934634454
523,4,4,0.01,100,1,3,84.86165350951033
524,4,4,0.01,100,2,1,57.71901974648386
525,4,4,0.01,100,2,3,122.02107586988524
526,4,4,0.01,100,4,1,57.32114934147382
527,4,4,0.01,100,4,3,253.04295386878215
528,4,4,0.01,300,1,1,39.35829131160072
529,4,4,0.01,300,1,3,71.95205327860145
530,4,4,0.01,300,2,1,48.51947932188112
531,4,4,0.01,300,2,3,97.95366607252278
532,4,4,0.01,300,4,1,43.416321487707634
533,4,4,0.01,300,4,3,108.53155259990837
534,4,4,0.01,500,1,1,32.05978005141454
535,4,4,0.01,500,1,3,55.51784425026363
536,4,4,0.01,500,2,1,41.82364625310488
537,4,4,0.01,500,2,3,71.67095671458445
538,4,4,0.01,500,4,1,35.50796596939612
539,4,4,0.01,500,4,3,107.494285354564
540,5,1,0.001,100,1,1,2318.8413787304935
541,5,1,0.001,100,1,3,3883.77971881445
542,5,1,0.001,100,2,1,473.4687127889645
543,5,1,0.001,100,2,3,2592.427210114884
544,5,1,0.001,100,4,1,335.86393578396866
545,5,1,0.001,100,4,3,4166.124221304734
546,5,1,0.001,300,1,1,388.40021030243577
547,5,1,0.001,300,1,3,777.6473307181276
548,5,1,0.001,300,2,1,279.19959356807937
549,5,1,0.001,300,2,3,2056.453481335288
550,5,1,0.001,300,4,1,233.15976731413713
551,5,1,0.001,300,4,3,3361.315383902452
552,5,1,0.001,500,1,1,188.9804806178521
553,5,1,0.001,500,1,3,489.91711669428895
554,5,1,0.001,500,2,1,214.20208400058436
555,5,1,0.001,500,2,3,1073.7929820864802
556,5,1,0.001,500,4,1,214.93400415313195
557,5,1,0.001,500,4,3,1760.4880778892982
558,5,1,0.01,100,1,1,1274.7904609917896
559,5,1,0.01,100,1,3,2127.0548108645617
560,5,1,0.01,100,2,1,325.3727531770062
561,5,1,0.01,100,2,3,1536.4552747370358
562,5,1,0.01,100,4,1,298.6225379568331
563,5,1,0.01,100,4,3,3195.3635309878414
564,5,1,0.01,300,1,1,432.5323299400925
565,5,1,0.01,300,1,3,704.8541520514468
566,5,1,0.01,300,2,1,234.1808954866925
567,5,1,0.01,300,2,3,1230.923385511517
568,5,1,0.01,300,4,1,248.69636203172374
569,5,1,0.01,300,4,3,2057.435763674455
570,5,1,0.01,500,1,1,136.5974532706929
571,5,1,0.01,500,1,3,387.8937543592369
572,5,1,0.01,500,2,1,186.91723697325864
573,5,1,0.01,500,2,3,854.0699171418232
574,5,1,0.01,500,4,1,202.26644170172602
575,5,1,0.01,500,4,3,1641.0004148035018
576,5,2,0.001,100,1,1,1247.6460739425918
