,classical_samp,alpha,repetition,error
0,50,0.001,0,36.04708886468215
1,100,0.001,0,37.82340325130702
2,200,0.001,0,27.56122478201437
3,500,0.001,0,19.594731726743472
4,50,0.01,0,40.42847897745306
5,100,0.01,0,30.58827260577448
6,200,0.01,0,26.933518575732464
7,500,0.01,0,16.313513321574323
8,50,0.1,0,33.03131418202164
9,100,0.1,0,31.314676196655363
10,200,0.1,0,25.330929307761387
11,500,0.1,0,19.332156629396234
12,50,1.0,0,38.30289371735825
13,100,1.0,0,26.44666739970234
14,200,1.0,0,22.576457608035547
15,500,1.0,0,16.99760300578639
16,50,10.0,0,38.335729603630625
17,100,10.0,0,31.36561439924956
18,200,10.0,0,25.487176723703893
19,500,10.0,0,16.767927248553082
20,50,100.0,0,38.73097148105926
21,100,100.0,0,30.291413800488936
22,200,100.0,0,26.257491825663056
23,500,100.0,0,25.12268820346054
24,50,1000.0,0,43.729854875215466
25,100,1000.0,0,49.0381056669954
26,200,1000.0,0,47.85566246150635
27,500,1000.0,0,51.48521719081297
28,50,0.001,1,39.82342661716595
29,100,0.001,1,31.01014936815982
30,200,0.001,1,26.05081210958443
31,500,0.001,1,18.380539608557275
32,50,0.01,1,36.05112116352312
33,100,0.01,1,31.872379265122643
34,200,0.01,1,25.352837762996337
35,500,0.01,1,18.621531491969957
36,50,0.1,1,34.26611044344602
37,100,0.1,1,33.830944781295635
38,200,0.1,1,27.756600369267076
39,500,0.1,1,16.959220395061163
40,50,1.0,1,32.10541527032945
41,100,1.0,1,28.144198830765482
42,200,1.0,1,23.309691216581264
43,500,1.0,1,17.139193906383806
44,50,10.0,1,37.62508841641995
45,100,10.0,1,29.88428472433676
46,200,10.0,1,26.984443382888777
47,500,10.0,1,16.546038039714286
48,50,100.0,1,39.95390171497664
49,100,100.0,1,29.767707500842793
50,200,100.0,1,24.60345240420928
51,500,100.0,1,24.695263836882763
52,50,1000.0,1,48.29076500931812
53,100,1000.0,1,48.02274596094675
54,200,1000.0,1,50.05169401802574
55,500,1000.0,1,48.615457910543746
56,50,0.001,2,39.676445473119635
57,100,0.001,2,37.784662798962096
58,200,0.001,2,27.293323333556987
59,500,0.001,2,19.37047497441885
60,50,0.01,2,36.26859125835014
61,100,0.01,2,31.48107065576638
62,200,0.01,2,26.61879322347555
63,500,0.01,2,19.8516806184624
64,50,0.1,2,35.36560321735754
65,100,0.1,2,30.159729984884976
66,200,0.1,2,27.729634075181874
67,500,0.1,2,16.953471182702433
68,50,1.0,2,37.13621610679982
69,100,1.0,2,30.930153193526923
70,200,1.0,2,23.8774381998877
71,500,1.0,2,15.737167517942387
72,50,10.0,2,35.73888458777378
73,100,10.0,2,29.484455111678603
74,200,10.0,2,26.039377387799053
75,500,10.0,2,17.71212178305569
76,50,100.0,2,37.36328884312723
77,100,100.0,2,29.959984873688597
78,200,100.0,2,26.354186116257775
79,500,100.0,2,24.55976753027249
80,50,1000.0,2,48.15334563969874
81,100,1000.0,2,47.74479688541598
82,200,1000.0,2,48.90066722069985
83,500,1000.0,2,52.33727536179443
84,50,0.001,3,37.12136230364572
85,100,0.001,3,32.770568978791765
86,200,0.001,3,26.019606348914838
87,500,0.001,3,19.091222950394688
88,50,0.01,3,40.68317761176162
89,100,0.01,3,34.15051561416515
90,200,0.01,3,25.542632914123537
91,500,0.01,3,17.156914999539215
92,50,0.1,3,45.262414681344275
93,100,0.1,3,32.8706930910548
94,200,0.1,3,23.883578039685975
95,500,0.1,3,17.236360619402056
96,50,1.0,3,35.0277688640904
97,100,1.0,3,28.736914445501387
98,200,1.0,3,21.28406360501939
99,500,1.0,3,17.390036347531023
100,50,10.0,3,34.52732703525244
101,100,10.0,3,29.285359094883162
102,200,10.0,3,25.40654080900362
103,500,10.0,3,16.26944391435348
104,50,100.0,3,39.56487917023814
105,100,100.0,3,28.593777387633576
106,200,100.0,3,25.567498633627753
107,500,100.0,3,24.023732035695136
108,50,1000.0,3,50.85019902360992
109,100,1000.0,3,53.74121981689106
110,200,1000.0,3,49.606388328147425
111,500,1000.0,3,51.509773258918386
112,50,0.001,4,37.2405460337217
113,100,0.001,4,34.82920601704234
114,200,0.001,4,31.02177405681045
115,500,0.001,4,18.53233052684789
116,50,0.01,4,40.88796333108031
117,100,0.01,4,32.74023866206359
118,200,0.01,4,29.852350463251653
119,500,0.01,4,17.546709412925498
120,50,0.1,4,36.86958736292341
121,100,0.1,4,30.569314977788512
122,200,0.1,4,22.857519009241702
123,500,0.1,4,19.667323799179485
124,50,1.0,4,39.36380428478037
125,100,1.0,4,24.990870747762198
126,200,1.0,4,24.21720186932395
127,500,1.0,4,17.77668626468351
128,50,10.0,4,37.64530328484375
129,100,10.0,4,28.398270536053428
130,200,10.0,4,25.417879676237146
131,500,10.0,4,17.81650379355306
132,50,100.0,4,36.74405614729401
133,100,100.0,4,30.266217255947495
134,200,100.0,4,25.49301569197038
135,500,100.0,4,24.60968733876793
136,50,1000.0,4,49.80219302028403
137,100,1000.0,4,49.147171690598675
138,200,1000.0,4,51.825409353227776
139,500,1000.0,4,50.97942046951304
140,50,0.001,5,40.597519859288575
141,100,0.001,5,30.003783770219275
142,200,0.001,5,26.88102272082752
