,classical_samp,alpha,repetition,error
0,50,0.001,0,37.59484476744693
1,100,0.001,0,31.25723309034914
2,200,0.001,0,26.231631050303275
3,500,0.001,0,17.457926227612873
4,50,0.01,0,39.52435785515913
5,100,0.01,0,34.620337707035176
6,200,0.01,0,25.06098112404879
7,500,0.01,0,17.908918241785493
8,50,0.1,0,40.110218425183156
9,100,0.1,0,33.372788346226315
10,200,0.1,0,25.22870495443835
11,500,0.1,0,18.011795998148436
12,50,1.0,0,28.688504189148702
13,100,1.0,0,28.404207474959232
14,200,1.0,0,23.22991135275708
15,500,1.0,0,16.117660027740058
16,50,10.0,0,37.101618066216325
17,100,10.0,0,34.84345494663955
18,200,10.0,0,24.96639144107706
19,500,10.0,0,16.587874074987493
20,50,100.0,0,40.952850315935194
21,100,100.0,0,32.92096860278939
22,200,100.0,0,24.79510896679386
23,500,100.0,0,24.227636516786323
24,50,1000.0,0,49.51536985474157
25,100,1000.0,0,53.321893217479555
26,200,1000.0,0,55.339592684790496
27,500,1000.0,0,48.87069704009942
28,50,0.001,1,38.07988410651558
29,100,0.001,1,31.468609041435677
30,200,0.001,1,26.92616670165321
31,500,0.001,1,16.691701216713753
32,50,0.01,1,38.37366983865904
33,100,0.01,1,32.45563511073967
34,200,0.01,1,25.196509316319357
35,500,0.01,1,16.92878573243557
36,50,0.1,1,35.61356553354821
37,100,0.1,1,27.63302829491152
38,200,0.1,1,28.560672573672342
39,500,0.1,1,17.6452633540193
40,50,1.0,1,30.202585713459722
41,100,1.0,1,29.956136480267578
42,200,1.0,1,22.84931585359858
43,500,1.0,1,16.418073220861505
44,50,10.0,1,36.885556807513346
45,100,10.0,1,32.65814705817361
46,200,10.0,1,23.324086234089076
47,500,10.0,1,18.437826797515115
48,50,100.0,1,44.10222516509516
49,100,100.0,1,31.57845886610464
50,200,100.0,1,25.620480099074147
51,500,100.0,1,24.08982449434217
52,50,1000.0,1,52.82861668395962
53,100,1000.0,1,52.284523593577916
54,200,1000.0,1,51.330008947189135
55,500,1000.0,1,49.10735455517236
56,50,0.001,2,41.35179204525403
57,100,0.001,2,30.75924804791479
58,200,0.001,2,27.23584254180586
59,500,0.001,2,20.074796883120023
60,50,0.01,2,39.463310580306135
61,100,0.01,2,29.79765721817076
62,200,0.01,2,27.292595074447334
63,500,0.01,2,17.544004869313206
64,50,0.1,2,38.226412246545244
65,100,0.1,2,29.56051238599887
66,200,0.1,2,26.57657812273495
67,500,0.1,2,16.999260236769622
68,50,1.0,2,32.00862620688755
69,100,1.0,2,30.522175362560926
70,200,1.0,2,24.358194799540023
71,500,1.0,2,16.198233911760283
72,50,10.0,2,35.92051178081586
73,100,10.0,2,31.476568716645996
74,200,10.0,2,26.85115210786588
75,500,10.0,2,16.13971417663472
76,50,100.0,2,42.723048436118965
77,100,100.0,2,29.19237171752359
78,200,100.0,2,27.35333409135678
79,500,100.0,2,24.85495405431643
80,50,1000.0,2,44.96462395492047
81,100,1000.0,2,51.14014857522701
82,200,1000.0,2,48.68129993090734
83,500,1000.0,2,49.9687825554523
84,50,0.001,3,34.74348107990053
85,100,0.001,3,33.61639437532519
86,200,0.001,3,23.477964566653835
87,500,0.001,3,18.368501158196885
88,50,0.01,3,33.91671382818241
89,100,0.01,3,31.39548469358699
90,200,0.01,3,27.22305422816128
91,500,0.01,3,20.75698917260637
92,50,0.1,3,36.365603452283416
93,100,0.1,3,29.688495628014024
94,200,0.1,3,28.393561542952902
95,500,0.1,3,18.523058983036965
96,50,1.0,3,35.49449947816959
97,100,1.0,3,29.21173604559978
98,200,1.0,3,21.57631698906664
99,500,1.0,3,16.828154134651918
100,50,10.0,3,40.269584718425875
101,100,10.0,3,32.40455501373254
102,200,10.0,3,25.356321423907204
103,500,10.0,3,17.654844164322313
104,50,100.0,3,35.18011772226057
105,100,100.0,3,28.45341863846155
106,200,100.0,3,26.136423440740298
107,500,100.0,3,24.34807681144515
108,50,1000.0,3,44.714340858140396
