,classical_samp,alpha,repetition,error
0,100,0.001,0,143.64564647804391
1,200,0.001,0,143.57406097650934
2,500,0.001,0,143.4945683693955
3,100,0.01,0,143.72975911214954
4,200,0.01,0,143.65755238060228
5,500,0.01,0,143.52368441320186
6,100,0.1,0,143.80914440911275
7,200,0.1,0,143.62379690852782
8,500,0.1,0,143.53714582524782
9,100,1.0,0,143.78385802717682
10,200,1.0,0,143.66479822925288
11,500,1.0,0,143.57108824407578
12,100,10.0,0,143.84489459652502
13,200,10.0,0,143.8579531125458
14,500,10.0,0,143.8372002529239
15,100,100.0,0,143.8869849723888
16,200,100.0,0,143.8869849723888
17,500,100.0,0,143.8869849723888
18,100,1000.0,0,143.8869849723888
19,200,1000.0,0,143.8869849723888
20,500,1000.0,0,143.8869849723888
21,100,0.001,1,143.6278914147254
22,200,0.001,1,143.57278048654175
23,500,0.001,1,143.48186794153997
24,100,0.01,1,143.7055240486902
25,200,0.01,1,143.61706330563965
26,500,0.01,1,143.5114469874614
27,100,0.1,1,143.74212298485048
28,200,0.1,1,143.64968952844893
29,500,0.1,1,143.5125298094948
30,100,1.0,1,143.81797717685782
31,200,1.0,1,143.69777590628385
32,500,1.0,1,143.5939935745274
33,100,10.0,1,143.86129044658603
34,200,10.0,1,143.8346921612908
35,500,10.0,1,143.82979198199564
36,100,100.0,1,143.8869849723888
37,200,100.0,1,143.8869849723888
38,500,100.0,1,143.8869849723888
39,100,1000.0,1,143.8869849723888
40,200,1000.0,1,143.8869849723888
41,500,1000.0,1,143.8869849723888
42,100,0.001,2,143.63514430232766
43,200,0.001,2,143.59396921964344
44,500,0.001,2,143.51229715170072
45,100,0.01,2,143.79845879686127
46,200,0.01,2,143.63023492188583
47,500,0.01,2,143.51655589486242
48,100,0.1,2,143.78284561341664
49,200,0.1,2,143.6343102525251
50,500,0.1,2,143.525657737555
51,100,1.0,2,143.7677229374554
52,200,1.0,2,143.67676152221534
53,500,1.0,2,143.57198317210833
54,100,10.0,2,143.7967714817528
55,200,10.0,2,143.841599426116
56,500,10.0,2,143.84542335800026
57,100,100.0,2,143.8869849723888
58,200,100.0,2,143.8869849723888
59,500,100.0,2,143.8869849723888
60,100,1000.0,2,143.8869849723888
61,200,1000.0,2,143.8869849723888
62,500,1000.0,2,143.8869849723888
63,100,0.001,3,143.64199618138122
64,200,0.001,3,143.6302314968549
65,500,0.001,3,143.45943053277617
66,100,0.01,3,143.7230124892404
67,200,0.01,3,143.6277468520854
68,500,0.01,3,143.5208061129996
69,100,0.1,3,143.73064857328234
70,200,0.1,3,143.67614471001966
71,500,0.1,3,143.49350802813268
72,100,1.0,3,143.79576192164407
73,200,1.0,3,143.69194284275514
74,500,1.0,3,143.57957246339814
75,100,10.0,3,143.81885665622096
76,200,10.0,3,143.85269794362316
77,500,10.0,3,143.85690029616177
78,100,100.0,3,143.8869849723888
79,200,100.0,3,143.8869849723888
80,500,100.0,3,143.8869849723888
81,100,1000.0,3,143.8869849723888
82,200,1000.0,3,143.8869849723888
83,500,1000.0,3,143.8869849723888
84,100,0.001,4,143.67639933575387
85,200,0.001,4,143.58628422356975
86,500,0.001,4,143.4665966687299
87,100,0.01,4,143.73536354827255
88,200,0.01,4,143.62004280325053
89,500,0.01,4,143.50584900537598
90,100,0.1,4,143.77439541137667
91,200,0.1,4,143.68120186773967
92,500,0.1,4,143.5131692027355
93,100,1.0,4,143.69669020744877
94,200,1.0,4,143.6914291509741
95,500,1.0,4,143.56423514884628
96,100,10.0,4,143.84446329015506
97,200,10.0,4,143.84891721821324
98,500,10.0,4,143.8458566783688
99,100,100.0,4,143.8869849723888
100,200,100.0,4,143.8869849723888
101,500,100.0,4,143.8869849723888
102,100,1000.0,4,143.8869849723888
103,200,1000.0,4,143.8869849723888
104,500,1000.0,4,143.8869849723888
