,classical_samp,alpha,repetition,error
0,50,0.001,0,42.48987351336986
1,100,0.001,0,31.65865718799358
2,200,0.001,0,27.349227096541988
3,500,0.001,0,18.55393991068429
4,50,0.01,0,32.23466341186851
5,100,0.01,0,31.242438069234833
6,200,0.01,0,26.68328136293701
7,500,0.01,0,19.046918828490604
8,50,0.1,0,37.17768548566236
9,100,0.1,0,32.1028377939321
10,200,0.1,0,25.317624820275874
11,500,0.1,0,17.149534734572875
12,50,1.0,0,32.07016657308056
13,100,1.0,0,28.03176650631516
14,200,1.0,0,22.031257017717362
15,500,1.0,0,15.918893459042836
16,50,10.0,0,37.291722343117584
17,100,10.0,0,33.80404263145693
18,200,10.0,0,26.269760789211666
19,500,10.0,0,18.14508483745685
20,50,100.0,0,34.022517358708036
21,100,100.0,0,32.11222309188171
22,200,100.0,0,27.00128107164721
23,500,100.0,0,24.87759693734064
24,50,1000.0,0,49.10222021079726
25,100,1000.0,0,51.60949941270142
26,200,1000.0,0,51.81167059828493
27,500,1000.0,0,50.03457057171866
28,50,0.001,1,36.47181300445378
29,100,0.001,1,33.19087152507443
30,200,0.001,1,24.1600140592664
31,500,0.001,1,17.207148049654407
32,50,0.01,1,40.61875852386801
33,100,0.01,1,29.628563597557957
34,200,0.01,1,27.503511258379792
35,500,0.01,1,19.470529237557177
36,50,0.1,1,42.079977515079804
37,100,0.1,1,32.57345807866977
38,200,0.1,1,23.360525007439374
39,500,0.1,1,17.09601257194059
40,50,1.0,1,35.04028046045601
41,100,1.0,1,29.618060598763392
42,200,1.0,1,24.64429988556521
43,500,1.0,1,15.56472798350105
44,50,10.0,1,35.52094520912395
45,100,10.0,1,31.40295333837191
46,200,10.0,1,23.928473900580492
47,500,10.0,1,17.532662425773573
48,50,100.0,1,41.58991785490077
49,100,100.0,1,32.127754780822904
50,200,100.0,1,25.904277923632712
51,500,100.0,1,24.375516681160732
52,50,1000.0,1,45.53034025687042
53,100,1000.0,1,50.71601617138608
54,200,1000.0,1,50.10442946339025
