,rep,alp,num_cell,cell_sz,sparse_freq,error
0,0,0.001,100,2,1,96.00555816226486
1,0,0.001,100,2,2,929.598108306704
2,0,0.001,100,2,5,2114.1222723610945
3,0,0.001,100,5,1,117.60711276743847
4,0,0.001,100,5,2,1630.1649053772062
5,0,0.001,100,5,5,4820.5227635725905
6,0,0.001,100,7,1,110.61857594740448
7,0,0.001,100,7,2,1454.672366298775
8,0,0.001,100,7,5,3030.58683866657
9,0,0.001,200,2,1,94.2842330329418
10,0,0.001,200,2,2,1218.428269408149
11,0,0.001,200,2,5,1420.5917490372567
12,0,0.001,200,5,1,99.2268151701528
13,0,0.001,200,5,2,1886.1459389538747
14,0,0.001,200,5,5,4085.4556340083504
15,0,0.001,200,7,1,108.87297224426531
16,0,0.001,200,7,2,932.2696395629883
17,0,0.001,200,7,5,3055.2800449629635
18,0,0.001,500,2,1,101.34205709529819
19,0,0.001,500,2,2,639.4088638263149
20,0,0.001,500,2,5,1036.2045651752624
21,0,0.001,500,5,1,130.06052487896667
22,0,0.001,500,5,2,1045.6264340496223
23,0,0.001,500,5,5,1454.1904794357297
24,0,0.001,500,7,1,97.54618482207097
25,0,0.001,500,7,2,931.5985240724862
26,0,0.001,500,7,5,2324.5097740002657
27,0,0.01,100,2,1,90.8244441359339
28,0,0.01,100,2,2,183.59748130308705
29,0,0.01,100,2,5,883.2481757041188
30,0,0.01,100,5,1,117.8425360541115
31,0,0.01,100,5,2,224.38737807866923
32,0,0.01,100,5,5,958.0253393233918
33,0,0.01,100,7,1,80.20270200499297
34,0,0.01,100,7,2,460.8945700989705
35,0,0.01,100,7,5,825.5546351928132
36,0,0.01,200,2,1,65.76081234874502
37,0,0.01,200,2,2,338.6849709501991
38,0,0.01,200,2,5,313.7288654879324
39,0,0.01,200,5,1,67.51516980100676
40,0,0.01,200,5,2,177.3593753665892
41,0,0.01,200,5,5,264.35994704082157
42,0,0.01,200,7,1,80.70110021708528
43,0,0.01,200,7,2,378.04967305432467
44,0,0.01,200,7,5,404.97321602558804
45,0,0.01,500,2,1,51.816819185177806
46,0,0.01,500,2,2,21.880995473733094
47,0,0.01,500,2,5,20.38319556835277
48,0,0.01,500,5,1,54.29849744340193
49,0,0.01,500,5,2,15.500331750676795
50,0,0.01,500,5,5,23.99096809882352
51,0,0.01,500,7,1,55.54903885015895
52,0,0.01,500,7,2,15.70245619157367
53,0,0.01,500,7,5,20.68745279508588
54,0,0.1,100,2,1,51.93555152751899
55,0,0.1,100,2,2,52.62518069695276
56,0,0.1,100,2,5,110.76286042748987
57,0,0.1,100,5,1,46.252778802501574
58,0,0.1,100,5,2,49.09891925785526
59,0,0.1,100,5,5,30.305824695711863
60,0,0.1,100,7,1,48.264727283109906
61,0,0.1,100,7,2,47.149152185065944
62,0,0.1,100,7,5,32.803262762809474
63,0,0.1,200,2,1,38.80033897144781
64,0,0.1,200,2,2,31.911693320491157
65,0,0.1,200,2,5,24.229776082158253
66,0,0.1,200,5,1,31.21051202565399
67,0,0.1,200,5,2,24.611477018132792
68,0,0.1,200,5,5,27.537729910891933
69,0,0.1,200,7,1,35.45911680592094
70,0,0.1,200,7,2,28.68378493052885
71,0,0.1,200,7,5,26.082498251802303
72,0,0.1,500,2,1,18.361370366615983
73,0,0.1,500,2,2,16.522860362685698
74,0,0.1,500,2,5,21.94966161153452
75,0,0.1,500,5,1,15.780856042173632
76,0,0.1,500,5,2,18.689084309962936
77,0,0.1,500,5,5,27.256809943514906
78,0,0.1,500,7,1,18.553619797153093
79,0,0.1,500,7,2,18.587813880469618
80,0,0.1,500,7,5,25.058880304386225
81,0,1.0,100,2,1,39.54668315406265
82,0,1.0,100,2,2,32.876239135807424
83,0,1.0,100,2,5,32.527233742272365
84,0,1.0,100,5,1,36.66018877974977
85,0,1.0,100,5,2,31.24656555249999
86,0,1.0,100,5,5,29.610756730604148
87,0,1.0,100,7,1,33.03145788559667
88,0,1.0,100,7,2,30.956548827145117
89,0,1.0,100,7,5,30.127831225690343
90,0,1.0,200,2,1,31.799045009015508
91,0,1.0,200,2,2,24.994955422555133
92,0,1.0,200,2,5,25.745289217772786
93,0,1.0,200,5,1,29.93765578979106
94,0,1.0,200,5,2,25.031047951818444
95,0,1.0,200,5,5,28.95786545103495
96,0,1.0,200,7,1,29.49979948153162
97,0,1.0,200,7,2,24.00681274403779
98,0,1.0,200,7,5,30.033445899254264
99,0,1.0,500,2,1,16.977588128194974
100,0,1.0,500,2,2,19.79246148170295
101,0,1.0,500,2,5,24.19989358862924
102,0,1.0,500,5,1,16.926262912368053
103,0,1.0,500,5,2,21.327756528764418
104,0,1.0,500,5,5,28.909611851316004
105,0,1.0,500,7,1,15.895132410213424
106,0,1.0,500,7,2,21.68759253215718
107,0,1.0,500,7,5,29.468138172819717
108,0,10.0,100,2,1,40.539325898674335
109,0,10.0,100,2,2,32.20568037807868
110,0,10.0,100,2,5,30.625175537182113
111,0,10.0,100,5,1,38.34481515634149
112,0,10.0,100,5,2,31.04318767015123
113,0,10.0,100,5,5,31.005368849006782
114,0,10.0,100,7,1,34.80367193232917
115,0,10.0,100,7,2,31.182020267541137
116,0,10.0,100,7,5,31.841242352957195
117,0,10.0,200,2,1,30.805207288767424
118,0,10.0,200,2,2,26.249459244857544
119,0,10.0,200,2,5,28.64465511135501
120,0,10.0,200,5,1,29.357997974739394
121,0,10.0,200,5,2,25.25539334893646
122,0,10.0,200,5,5,30.719739276673646
123,0,10.0,200,7,1,27.63693907667993
124,0,10.0,200,7,2,26.865854805028068
125,0,10.0,200,7,5,31.34852992575228
126,0,10.0,500,2,1,20.201146969829548
127,0,10.0,500,2,2,22.95097105763794
128,0,10.0,500,2,5,26.559971459933713
129,0,10.0,500,5,1,19.66568714347187
130,0,10.0,500,5,2,24.70606534500976
131,0,10.0,500,5,5,30.38831415475556
132,0,10.0,500,7,1,20.279952704639186
133,0,10.0,500,7,2,24.664319579947588
134,0,10.0,500,7,5,30.934736793845165
135,0,100.0,100,2,1,38.08527971269275
136,0,100.0,100,2,2,31.82836732484491
137,0,100.0,100,2,5,32.00307272506328
138,0,100.0,100,5,1,36.292530125504896
139,0,100.0,100,5,2,31.38349341068062
140,0,100.0,100,5,5,32.89366840080276
141,0,100.0,100,7,1,35.62038686622512
142,0,100.0,100,7,2,31.47135964823907
143,0,100.0,100,7,5,33.00314133377122
144,0,100.0,200,2,1,31.21973997512212
145,0,100.0,200,2,2,31.13647360262346
146,0,100.0,200,2,5,31.371674085098313
147,0,100.0,200,5,1,32.53136969713581
148,0,100.0,200,5,2,29.81217548032747
149,0,100.0,200,5,5,32.391093580273726
150,0,100.0,200,7,1,32.55538601227206
151,0,100.0,200,7,2,29.438027235929496
152,0,100.0,200,7,5,32.90663318424873
153,0,100.0,500,2,1,27.38433164394695
154,0,100.0,500,2,2,28.227332837927428
155,0,100.0,500,2,5,30.449389171105373
156,0,100.0,500,5,1,28.817011233678947
157,0,100.0,500,5,2,29.02439153286899
158,0,100.0,500,5,5,32.21292025745071
159,0,100.0,500,7,1,29.718954406606436
160,0,100.0,500,7,2,29.30319522108017
161,0,100.0,500,7,5,32.406817598872856
162,0,1000.0,100,2,1,43.18077886382489
163,0,1000.0,100,2,2,42.222746944280196
164,0,1000.0,100,2,5,39.460333137546826
165,0,1000.0,100,5,1,45.21828565539453
166,0,1000.0,100,5,2,36.578621933731796
167,0,1000.0,100,5,5,35.87041385570741
168,0,1000.0,100,7,1,45.369159166457266
169,0,1000.0,100,7,2,38.181960722344336
170,0,1000.0,100,7,5,35.51986781417359
171,0,1000.0,200,2,1,45.1827596193515
172,0,1000.0,200,2,2,36.72050267952077
173,0,1000.0,200,2,5,35.167372495878126
174,0,1000.0,200,5,1,46.11719223214019
175,0,1000.0,200,5,2,38.398377227024056
176,0,1000.0,200,5,5,35.441610247180144
177,0,1000.0,200,7,1,44.93786192825555
178,0,1000.0,200,7,2,36.24169137412682
179,0,1000.0,200,7,5,35.7112571866304
180,0,1000.0,500,2,1,40.94630389338879
181,0,1000.0,500,2,2,36.90710340339786
182,0,1000.0,500,2,5,35.383962444423226
183,0,1000.0,500,5,1,43.186483869367684
184,0,1000.0,500,5,2,36.039058287253994
185,0,1000.0,500,5,5,35.181636086812794
186,0,1000.0,500,7,1,43.80686532577382
187,0,1000.0,500,7,2,35.169912982957996
188,0,1000.0,500,7,5,35.39147980686824
189,1,0.001,100,2,1,93.84874464506323
190,1,0.001,100,2,2,810.5366656002204
191,1,0.001,100,2,5,2246.7210297703164
192,1,0.001,100,5,1,126.57286690338177
193,1,0.001,100,5,2,1367.1653634925253
194,1,0.001,100,5,5,4656.104908159189
195,1,0.001,100,7,1,110.70443734336858
196,1,0.001,100,7,2,975.8489203623856
197,1,0.001,100,7,5,2692.3132074938753
198,1,0.001,200,2,1,95.13518687006265
199,1,0.001,200,2,2,1023.2010543483308
200,1,0.001,200,2,5,2092.03334681108
201,1,0.001,200,5,1,124.33121459846872
202,1,0.001,200,5,2,1002.6616933416183
203,1,0.001,200,5,5,2540.084586008794
204,1,0.001,200,7,1,99.94883957465198
205,1,0.001,200,7,2,1099.578772516041
206,1,0.001,200,7,5,3438.9040604384295
207,1,0.001,500,2,1,106.7430227451185
208,1,0.001,500,2,2,695.748028374158
209,1,0.001,500,2,5,1166.4714716924288
210,1,0.001,500,5,1,130.78723432963605
211,1,0.001,500,5,2,577.5536284204711
212,1,0.001,500,5,5,1255.5248664643843
213,1,0.001,500,7,1,122.8856871748405
214,1,0.001,500,7,2,790.0516266233907
215,1,0.001,500,7,5,1721.3478499491548
216,1,0.01,100,2,1,82.2520651889028
217,1,0.01,100,2,2,288.3192479146958
218,1,0.01,100,2,5,433.6527603925863
219,1,0.01,100,5,1,85.19903011087283
220,1,0.01,100,5,2,324.53219908664346
221,1,0.01,100,5,5,701.3172581942822
222,1,0.01,100,7,1,87.58149864458099
223,1,0.01,100,7,2,340.67293157195036
224,1,0.01,100,7,5,1093.6812892062685
225,1,0.01,200,2,1,73.00850795609549
226,1,0.01,200,2,2,261.20461507497487
227,1,0.01,200,2,5,298.8498092863266
228,1,0.01,200,5,1,90.05011456450754
229,1,0.01,200,5,2,267.05116024039665
230,1,0.01,200,5,5,164.04802244957682
231,1,0.01,200,7,1,87.19009773441243
232,1,0.01,200,7,2,281.91130073387234
233,1,0.01,200,7,5,435.56664102618413
234,1,0.01,500,2,1,41.66734217284317
235,1,0.01,500,2,2,35.74343522500376
236,1,0.01,500,2,5,19.621154286628855
237,1,0.01,500,5,1,41.8369639872558
238,1,0.01,500,5,2,15.871049882575322
239,1,0.01,500,5,5,24.181912757823127
240,1,0.01,500,7,1,58.119896445703866
241,1,0.01,500,7,2,16.125728084535623
242,1,0.01,500,7,5,20.747460984390344
243,1,0.1,100,2,1,45.49940265625632
244,1,0.1,100,2,2,55.60851530219908
245,1,0.1,100,2,5,60.46588848342546
246,1,0.1,100,5,1,52.3447135258168
247,1,0.1,100,5,2,47.995559452097396
248,1,0.1,100,5,5,55.6500668204412
249,1,0.1,100,7,1,44.380422121693975
250,1,0.1,100,7,2,67.34421906120566
251,1,0.1,100,7,5,33.94372100003688
252,1,0.1,200,2,1,35.75447207616223
253,1,0.1,200,2,2,36.59764294177141
254,1,0.1,200,2,5,27.193973371777183
255,1,0.1,200,5,1,30.345167840571314
256,1,0.1,200,5,2,36.24574621652768
257,1,0.1,200,5,5,27.560975827517254
258,1,0.1,200,7,1,38.55345125812469
259,1,0.1,200,7,2,27.816343598839413
260,1,0.1,200,7,5,26.71403291528935
261,1,0.1,500,2,1,21.569221762545666
262,1,0.1,500,2,2,17.094281795690403
263,1,0.1,500,2,5,21.92282054779214
264,1,0.1,500,5,1,16.961559408562874
265,1,0.1,500,5,2,18.446094187122295
266,1,0.1,500,5,5,27.132471296375112
267,1,0.1,500,7,1,16.854830356258947
268,1,0.1,500,7,2,19.04325146397537
269,1,0.1,500,7,5,24.291236094714048
270,1,1.0,100,2,1,35.49173992302069
271,1,1.0,100,2,2,34.190088114325576
272,1,1.0,100,2,5,29.912510402636176
273,1,1.0,100,5,1,36.20073004198132
274,1,1.0,100,5,2,32.32125017688559
