rep,lv,alp,num_cell,cell_size,sparse_freq,error
1,2,0.1,100,8,8,221.35194105422178
1,2,0.1,200,2,2,123.12440774068374
1,2,0.1,200,2,4,155.89158406325367
1,2,0.1,200,2,8,170.84981844130178
1,2,0.1,200,4,2,136.94122033612976
1,2,0.1,200,4,4,177.19452691247778
1,2,0.1,200,4,8,201.98965282188823
1,2,0.1,200,8,2,137.71929424637983
1,2,0.1,200,8,4,184.31051834401967
1,2,0.1,200,8,8,207.26813729579283
1,2,0.1,500,2,2,30.77604477919436
1,2,0.1,500,2,4,110.50278308867618
1,2,0.1,500,2,8,140.72563906450134
1,2,0.1,500,4,2,60.53827607159341
1,2,0.1,500,4,4,161.84737248260382
1,2,0.1,500,4,8,195.47643026728073
1,2,0.1,500,8,2,33.512493366040175
1,2,0.1,500,8,4,94.38111746457712
1,2,0.1,500,8,8,137.1002942956483
1,2,1.0,50,2,2,147.17935343427604
1,2,1.0,50,2,4,148.93887744671602
1,2,1.0,50,2,8,152.65057173820855
1,2,1.0,50,4,2,144.09508653267852
1,2,1.0,50,4,4,157.19509428877555
1,2,1.0,50,4,8,168.70862682515164
1,2,1.0,50,8,2,142.2069733214971
1,2,1.0,50,8,4,158.89711079980694
1,2,1.0,50,8,8,174.27924915825264
1,2,1.0,100,2,2,94.90644230978546
1,2,1.0,100,2,4,98.95882862060813
1,2,1.0,100,2,8,109.76342018818232
1,2,1.0,100,4,2,89.2123744523826
1,2,1.0,100,4,4,113.42401512009322
1,2,1.0,100,4,8,148.4572369048495
1,2,1.0,100,8,2,82.9656268033062
1,2,1.0,100,8,4,120.29251441529114
1,2,1.0,100,8,8,145.61909285585665
1,2,1.0,200,2,2,23.1839968767605
1,2,1.0,200,2,4,31.69747268277232
1,2,1.0,200,2,8,47.05236111431481
1,2,1.0,200,4,2,18.22764660701096
1,2,1.0,200,4,4,55.44589128604707
1,2,1.0,200,4,8,131.5342239402579
1,2,1.0,200,8,2,16.917790956516416
1,2,1.0,200,8,4,52.3132985918897
1,2,1.0,200,8,8,89.11082786674649
1,2,1.0,500,2,2,12.519942130786866
1,2,1.0,500,2,4,18.503623607523114
1,2,1.0,500,2,8,29.279885894365446
1,2,1.0,500,4,2,13.282097428157364
1,2,1.0,500,4,4,39.85347015894246
1,2,1.0,500,4,8,115.55031842097503
1,2,1.0,500,8,2,13.285517610538614
1,2,1.0,500,8,4,37.160402776549404
1,2,1.0,500,8,8,69.28789571325287
1,2,10.0,50,2,2,142.41038925386638
1,2,10.0,50,2,4,125.3347050273856
1,2,10.0,50,2,8,119.65833968267835
1,2,10.0,50,4,2,133.46296836925904
1,2,10.0,50,4,4,103.60487378266042
1,2,10.0,50,4,8,96.88036297135591
1,2,10.0,50,8,2,129.43205798694197
1,2,10.0,50,8,4,90.58025355105838
1,2,10.0,50,8,8,79.76733838967672
1,2,10.0,100,2,2,73.11984263434474
1,2,10.0,100,2,4,52.122028696096706
1,2,10.0,100,2,8,50.8887918134501
1,2,10.0,100,4,2,39.12311571355209
1,2,10.0,100,4,4,28.63942185292546
1,2,10.0,100,4,8,49.31184899271495
1,2,10.0,100,8,2,25.34495629992229
1,2,10.0,100,8,4,25.89451209882004
1,2,10.0,100,8,8,59.67225930129384
1,2,10.0,200,2,2,22.48247006255152
1,2,10.0,200,2,4,21.871104651078948
1,2,10.0,200,2,8,23.137127474810793
1,2,10.0,200,4,2,18.775789149293058
1,2,10.0,200,4,4,21.25609375588641
1,2,10.0,200,4,8,34.58069494516594
1,2,10.0,200,8,2,18.37942482746741
1,2,10.0,200,8,4,21.932877882351608
1,2,10.0,200,8,8,50.83170408962813
1,2,10.0,500,2,2,16.524652617665566
1,2,10.0,500,2,4,18.524938116343478
1,2,10.0,500,2,8,19.50575875565442
1,2,10.0,500,4,2,16.822965066405157
1,2,10.0,500,4,4,20.42630033987925
1,2,10.0,500,4,8,28.01078003042039
1,2,10.0,500,8,2,16.991532966021648
1,2,10.0,500,8,4,21.156105480517514
1,2,10.0,500,8,8,45.37369588023474
1,4,0.01,50,2,2,81.20958777512939
1,4,0.01,50,2,4,103.0047295419677
1,4,0.01,50,2,8,116.81710705109238
1,4,0.01,50,4,2,80.8335419039313
1,4,0.01,50,4,4,137.02155698206508
1,4,0.01,50,4,8,168.70516096269617
1,4,0.01,50,8,2,76.81965570354302
1,4,0.01,50,8,4,154.63683971325423
1,4,0.01,50,8,8,191.83773077932693
1,4,0.01,100,2,2,79.50337142513295
1,4,0.01,100,2,4,115.92859061420377
1,4,0.01,100,2,8,134.78451983427766
1,4,0.01,100,4,2,96.30592805990699
1,4,0.01,100,4,4,157.35328444503747
1,4,0.01,100,4,8,176.10159955270353
1,4,0.01,100,8,2,93.3982501109057
1,4,0.01,100,8,4,167.32057641834953
1,4,0.01,100,8,8,200.0480016324915
1,4,0.01,200,2,2,95.37409878726206
1,4,0.01,200,2,4,140.01774902912263
1,4,0.01,200,2,8,154.7671709656467
1,4,0.01,200,4,2,114.171155706729
1,4,0.01,200,4,4,158.76989740345203
1,4,0.01,200,4,8,185.22110433354928
1,4,0.01,200,8,2,109.39468039318747
1,4,0.01,200,8,4,174.03453268283164
1,4,0.01,200,8,8,211.0120200579762
1,4,0.01,500,2,2,73.71039166837187
1,4,0.01,500,2,4,130.02735651187902
1,4,0.01,500,2,8,149.05796036115478
1,4,0.01,500,4,2,84.4314069038959
1,4,0.01,500,4,4,164.08672048476996
1,4,0.01,500,4,8,189.59538410941903
1,4,0.01,500,8,2,60.698765283686875
1,4,0.01,500,8,4,168.35825121298737
1,4,0.01,500,8,8,213.29111257924401
1,4,0.1,50,2,2,71.28125090977436
1,4,0.1,50,2,4,81.6973613457656
1,4,0.1,50,2,8,89.10272901575013
1,4,0.1,50,4,2,67.18798277215726
1,4,0.1,50,4,4,99.51736294867985
1,4,0.1,50,4,8,132.7429938326374
1,4,0.1,50,8,2,64.2420338839105
1,4,0.1,50,8,4,108.41426383621952
1,4,0.1,50,8,8,162.10095176487962
1,4,0.1,100,2,2,53.83042617994812
1,4,0.1,100,2,4,71.21511208857864
1,4,0.1,100,2,8,82.1004889386541
1,4,0.1,100,4,2,57.83708689195632
1,4,0.1,100,4,4,92.14941302240365
1,4,0.1,100,4,8,127.26228773824198
1,4,0.1,100,8,2,54.515092667276356
1,4,0.1,100,8,4,102.97344409853523
1,4,0.1,100,8,8,163.00110172999337
1,4,0.1,200,2,2,41.44920683172067
1,4,0.1,200,2,4,53.262320655748205
1,4,0.1,200,2,8,66.94753240777065
1,4,0.1,200,4,2,33.91533857614963
1,4,0.1,200,4,4,84.9662660191477
1,4,0.1,200,4,8,126.19770996143994
1,4,0.1,200,8,2,25.43979861209739
1,4,0.1,200,8,4,91.23882264959302
1,4,0.1,200,8,8,153.82955451173248
1,4,0.1,500,2,2,9.847817395052015
1,4,0.1,500,2,4,16.583798860440712
1,4,0.1,500,2,8,35.42642431740737
1,4,0.1,500,4,2,10.510178310286351
1,4,0.1,500,4,4,78.44911388725843
1,4,0.1,500,4,8,120.93500962958437
1,4,0.1,500,8,2,10.218188909122768
1,4,0.1,500,8,4,19.43845063365672
1,4,0.1,500,8,8,108.98400749335998
1,4,1.0,50,2,2,59.21942254240667
1,4,1.0,50,2,4,57.67914253772085
1,4,1.0,50,2,8,58.9928261872996
1,4,1.0,50,4,2,53.77882921532636
1,4,1.0,50,4,4,56.77701087121846
1,4,1.0,50,4,8,71.70223533625418
1,4,1.0,50,8,2,47.200718525088874
1,4,1.0,50,8,4,50.767934139073134
1,4,1.0,50,8,8,94.59761919086331
1,4,1.0,100,2,2,31.826243251780195
1,4,1.0,100,2,4,30.22026580511878
1,4,1.0,100,2,8,29.430142205970938
1,4,1.0,100,4,2,24.862482573213985
1,4,1.0,100,4,4,21.599188422038516
1,4,1.0,100,4,8,55.310899821265664
1,4,1.0,100,8,2,20.42993163916624
1,4,1.0,100,8,4,21.167473164409955
1,4,1.0,100,8,8,59.0485192277151
1,4,1.0,200,2,2,17.25888650849711
1,4,1.0,200,2,4,17.18045232370554
1,4,1.0,200,2,8,18.062623442653713
1,4,1.0,200,4,2,14.781171544453521
1,4,1.0,200,4,4,17.930803703851772
1,4,1.0,200,4,8,49.318821336285886
1,4,1.0,200,8,2,13.945448452155931
1,4,1.0,200,8,4,17.759856160586622
1,4,1.0,200,8,8,31.392686942296468
1,4,1.0,500,2,2,11.601262293569576
1,4,1.0,500,2,4,13.990870905306961
1,4,1.0,500,2,8,15.4407503358826
1,4,1.0,500,4,2,12.06667828708602
1,4,1.0,500,4,4,16.704062026087747
1,4,1.0,500,4,8,46.651309733592896
1,4,1.0,500,8,2,12.08647311404058
1,4,1.0,500,8,4,16.644447940599125
1,4,1.0,500,8,8,24.88848657036879
1,4,10.0,50,2,2,64.54992098282662
1,4,10.0,50,2,4,48.932895058861504
1,4,10.0,50,2,8,45.13634215279934
1,4,10.0,50,4,2,52.269243484023086
1,4,10.0,50,4,4,33.51980147937993
1,4,10.0,50,4,8,31.18430986314472
1,4,10.0,50,8,2,42.41455190266954
1,4,10.0,50,8,4,24.839125100790188
1,4,10.0,50,8,8,27.6613456557621
1,4,10.0,100,2,2,32.358836259322075
1,4,10.0,100,2,4,25.89682428044991
1,4,10.0,100,2,8,25.52582005781643
1,4,10.0,100,4,2,23.638609099933173
1,4,10.0,100,4,4,21.41027295255322
1,4,10.0,100,4,8,22.9688961517459
1,4,10.0,100,8,2,20.284998754473566
1,4,10.0,100,8,4,20.763885080712125
1,4,10.0,100,8,8,24.653147609843938
1,4,10.0,200,2,2,18.707663792422412
1,4,10.0,200,2,4,18.870093105715174
1,4,10.0,200,2,8,19.80777258083952
1,4,10.0,200,4,2,16.824598645982277
1,4,10.0,200,4,4,19.459954248043275
1,4,10.0,200,4,8,21.573108573390325
1,4,10.0,200,8,2,16.353730926864106
1,4,10.0,200,8,4,19.8810053935349
1,4,10.0,200,8,8,23.797316629140322
1,4,10.0,500,2,2,14.470398909864086
1,4,10.0,500,2,4,16.77191629960882
1,4,10.0,500,2,8,18.018500569205283
1,4,10.0,500,4,2,14.644866882531916
1,4,10.0,500,4,4,18.97550017209048
1,4,10.0,500,4,8,21.126181213942242
1,4,10.0,500,8,2,14.660612518504287
1,4,10.0,500,8,4,19.514555169522964
1,4,10.0,500,8,8,23.46716888424964
2,1,0.01,50,2,2,204.21509509621228
2,1,0.01,50,2,4,220.42499487081778
2,1,0.01,50,2,8,227.79646231003412
2,1,0.01,50,4,2,206.49383602225404
2,1,0.01,50,4,4,233.4812196779899
2,1,0.01,50,4,8,240.27915726850628
2,1,0.01,50,8,2,205.12988595298341
2,1,0.01,50,8,4,239.23400130238676
2,1,0.01,50,8,8,245.57312241956575
2,1,0.01,100,2,2,205.4591482447122
2,1,0.01,100,2,4,225.66363565709318
2,1,0.01,100,2,8,232.2264391442718
2,1,0.01,100,4,2,213.80130782909433
2,1,0.01,100,4,4,236.95230312286628
2,1,0.01,100,4,8,242.7719289144475
2,1,0.01,100,8,2,216.10062913957532
2,1,0.01,100,8,4,241.57640272947376
2,1,0.01,100,8,8,246.99701636361783
2,1,0.01,200,2,2,206.9226484669522
2,1,0.01,200,2,4,227.86240593639735
2,1,0.01,200,2,8,234.53976204182885
2,1,0.01,200,4,2,214.582917564014
2,1,0.01,200,4,4,236.38978000308046
2,1,0.01,200,4,8,244.2478847119229
2,1,0.01,200,8,2,217.1229861203948
2,1,0.01,200,8,4,239.4191696252142
2,1,0.01,200,8,8,244.80140842830428
2,1,0.01,500,2,2,196.9282966673919
2,1,0.01,500,2,4,220.43977080933894
2,1,0.01,500,2,8,228.59465742367848
2,1,0.01,500,4,2,202.05728483446296
2,1,0.01,500,4,4,233.77523031899565
2,1,0.01,500,4,8,242.98866668614184
2,1,0.01,500,8,2,200.05343517775975
2,1,0.01,500,8,4,216.92352490813286
2,1,0.01,500,8,8,225.14975703643762
2,1,0.1,50,2,2,191.9808093553522
2,1,0.1,50,2,4,202.1219383012578
2,1,0.1,50,2,8,207.08496073256717
2,1,0.1,50,4,2,192.2936296995841
2,1,0.1,50,4,4,209.37551991867875
2,1,0.1,50,4,8,214.16809811639422
2,1,0.1,50,8,2,190.5879610292377
2,1,0.1,50,8,4,213.24061587079984
2,1,0.1,50,8,8,222.44435118938875
2,1,0.1,100,2,2,182.90040186675708
2,1,0.1,100,2,4,198.015352626876
2,1,0.1,100,2,8,204.57981758696533
2,1,0.1,100,4,2,188.8088647163509
2,1,0.1,100,4,4,204.38341353244115
2,1,0.1,100,4,8,213.59978925180218
2,1,0.1,100,8,2,189.95638224219005
2,1,0.1,100,8,4,209.08467769482016
2,1,0.1,100,8,8,219.62247708325654
2,1,0.1,200,2,2,169.68722770205406
2,1,0.1,200,2,4,189.22226362675315
2,1,0.1,200,2,8,198.74759357842942
2,1,0.1,200,4,2,176.9869801856705
2,1,0.1,200,4,4,196.35234237295637
2,1,0.1,200,4,8,212.8868596642362
2,1,0.1,200,8,2,176.8242267968731
2,1,0.1,200,8,4,193.41450190726306
2,1,0.1,200,8,8,201.8206997998627
2,1,0.1,500,2,2,105.20557879678739
2,1,0.1,500,2,4,164.60815565963907
2,1,0.1,500,2,8,177.85089278234327
2,1,0.1,500,4,2,123.8323766090398
2,1,0.1,500,4,4,177.31875860700882
2,1,0.1,500,4,8,200.0691491940437
2,1,0.1,500,8,2,101.28227708408154
2,1,0.1,500,8,4,102.53767882250946
2,1,0.1,500,8,8,115.62615969514498
2,1,1.0,50,2,2,179.7971068029616
2,1,1.0,50,2,4,177.72455558597872
2,1,1.0,50,2,8,177.0158258141163
2,1,1.0,50,4,2,171.21577942581592
2,1,1.0,50,4,4,163.12092108175997
2,1,1.0,50,4,8,155.21409512400862
2,1,1.0,50,8,2,168.71410285327931
2,1,1.0,50,8,4,155.73052403635643
2,1,1.0,50,8,8,159.92057672000647
2,1,1.0,100,2,2,149.8291937129269
2,1,1.0,100,2,4,144.41573061073802
2,1,1.0,100,2,8,144.48174206180894
2,1,1.0,100,4,2,138.20575798118563
2,1,1.0,100,4,4,116.71464908447905
2,1,1.0,100,4,8,122.31469582685502
2,1,1.0,100,8,2,132.95743426038183
2,1,1.0,100,8,4,108.86979711913659
2,1,1.0,100,8,8,142.54124377174094
2,1,1.0,200,2,2,92.54387914860223
2,1,1.0,200,2,4,90.37848566912638
2,1,1.0,200,2,8,98.17045319987947
2,1,1.0,200,4,2,72.82986311279909
2,1,1.0,200,4,4,71.90034308742962
2,1,1.0,200,4,8,99.24165689680441
2,1,1.0,200,8,2,63.78485680362147
2,1,1.0,200,8,4,61.88280621232293
2,1,1.0,200,8,8,119.55661004210826
2,1,1.0,500,2,2,15.536044142655461
2,1,1.0,500,2,4,32.40940295692616
2,1,1.0,500,2,8,48.2852667362951
2,1,1.0,500,4,2,16.278501428714144
2,1,1.0,500,4,4,44.844931854730476
2,1,1.0,500,4,8,84.06110053616982
2,1,1.0,500,8,2,16.63400712925991
2,1,1.0,500,8,4,37.728096626452434
2,1,1.0,500,8,8,97.62592527217247
2,1,10.0,50,2,2,187.32003260916656
2,1,10.0,50,2,4,183.3152143483581
2,1,10.0,50,2,8,180.99897070323323
2,1,10.0,50,4,2,184.77233350128083
2,1,10.0,50,4,4,170.1861477285758
2,1,10.0,50,4,8,150.43586990620707
2,1,10.0,50,8,2,184.97426140590457
2,1,10.0,50,8,4,161.65274461138316
2,1,10.0,50,8,8,129.42754729138525
2,1,10.0,100,2,2,161.11424433734453
2,1,10.0,100,2,4,154.89223227335134
2,1,10.0,100,2,8,151.84663539420947
2,1,10.0,100,4,2,157.85394546609422
2,1,10.0,100,4,4,127.35033322407891
2,1,10.0,100,4,8,105.29163845370334
2,1,10.0,100,8,2,157.40604499832324
2,1,10.0,100,8,4,113.2693121403759
2,1,10.0,100,8,8,95.95215849086031
2,1,10.0,200,2,2,110.22808296527904
2,1,10.0,200,2,4,106.93858134415812
2,1,10.0,200,2,8,108.97974540038042
2,1,10.0,200,4,2,104.83221734144809
2,1,10.0,200,4,4,69.96826861387586
2,1,10.0,200,4,8,76.42683394867416
2,1,10.0,200,8,2,103.78733545488089
2,1,10.0,200,8,4,60.570509940890474
2,1,10.0,200,8,8,71.60872708950801
2,1,10.0,500,2,2,28.07627445633434
2,1,10.0,500,2,4,44.66583674404744
2,1,10.0,500,2,8,55.83320891333234
2,1,10.0,500,4,2,31.037823828775803
2,1,10.0,500,4,4,44.465761149926735
2,1,10.0,500,4,8,60.931222007338874
2,1,10.0,500,8,2,34.05477095241696
2,1,10.0,500,8,4,39.823415508467
2,1,10.0,500,8,8,54.98872110719731
2,2,0.01,50,2,2,178.35391534176316
2,2,0.01,50,2,4,196.14158990057874
2,2,0.01,50,2,8,206.01873801479323
2,2,0.01,50,4,2,178.9015003783254
2,2,0.01,50,4,4,215.52812186580766
2,2,0.01,50,4,8,229.23220529830195
2,2,0.01,50,8,2,177.08286885398834
2,2,0.01,50,8,4,221.94603945504198
2,2,0.01,50,8,8,237.3725904731131
2,2,0.01,100,2,2,171.41419345528544
2,2,0.01,100,2,4,201.5186170018841
2,2,0.01,100,2,8,211.97248348663834
2,2,0.01,100,4,2,185.14460646447944
2,2,0.01,100,4,4,222.04686712311036
2,2,0.01,100,4,8,232.30608799346896
2,2,0.01,100,8,2,187.82592417747168
2,2,0.01,100,8,4,228.3663331189678
2,2,0.01,100,8,8,240.5588242410306
2,2,0.01,200,2,2,171.2799310186248
2,2,0.01,200,2,4,205.7198740340145
2,2,0.01,200,2,8,216.69387091509807
2,2,0.01,200,4,2,187.12643336254843
2,2,0.01,200,4,4,219.64305598942244
2,2,0.01,200,4,8,233.52552721221124
2,2,0.01,200,8,2,190.52184181453984
2,2,0.01,200,8,4,227.26936945186023
2,2,0.01,200,8,8,242.09947268536135
2,2,0.01,500,2,2,153.90565257309888
2,2,0.01,500,2,4,191.7702394469716
2,2,0.01,500,2,8,205.5266568513271
2,2,0.01,500,4,2,165.94144893911582
2,2,0.01,500,4,4,215.1400519540782
2,2,0.01,500,4,8,232.860667288785
2,2,0.01,500,8,2,162.98236861560585
2,2,0.01,500,8,4,213.24453080778787
2,2,0.01,500,8,8,233.21777073658282
2,2,0.1,50,2,2,168.49409047752502
2,2,0.1,50,2,4,180.8199717576349
2,2,0.1,50,2,8,188.30907771573996
2,2,0.1,50,4,2,168.00389703136236
2,2,0.1,50,4,4,195.14604180104507
2,2,0.1,50,4,8,209.6847834813354
2,2,0.1,50,8,2,166.77617349487684
2,2,0.1,50,8,4,200.97157581011265
2,2,0.1,50,8,8,222.71818777703587
2,2,0.1,100,2,2,146.99430313230113
2,2,0.1,100,2,4,171.39189646737273
2,2,0.1,100,2,8,181.84541293031393
2,2,0.1,100,4,2,157.62530434054975
2,2,0.1,100,4,4,187.86413374267906
2,2,0.1,100,4,8,205.1144953983852
2,2,0.1,100,8,2,158.78833339171862
2,2,0.1,100,8,4,195.69191794219373
2,2,0.1,100,8,8,220.9595224932484
2,2,0.1,200,2,2,123.17927571039932
2,2,0.1,200,2,4,155.86632121504417
2,2,0.1,200,2,8,170.6547550400681
2,2,0.1,200,4,2,137.07266507982166
2,2,0.1,200,4,4,177.19082482395763
2,2,0.1,200,4,8,201.832657436727
2,2,0.1,200,8,2,138.02852055323385
2,2,0.1,200,8,4,184.46110181480853
2,2,0.1,200,8,8,207.11233560985104
2,2,0.1,500,2,2,31.474158268369823
2,2,0.1,500,2,4,109.98064189850516
2,2,0.1,500,2,8,140.15461739192054
2,2,0.1,500,4,2,60.60182772734881
2,2,0.1,500,4,4,162.4180145377372
2,2,0.1,500,4,8,195.43145467388854
2,2,0.1,500,8,2,33.67145820235804
2,2,0.1,500,8,4,94.32069105573002
2,2,0.1,500,8,8,136.15553433044354
2,2,1.0,50,2,2,147.780878561436
2,2,1.0,50,2,4,148.20470247208374
2,2,1.0,50,2,8,152.7357075898948
2,2,1.0,50,4,2,143.94904659070784
2,2,1.0,50,4,4,156.5982671088832
2,2,1.0,50,4,8,169.1715176956351
2,2,1.0,50,8,2,141.72485115015192
2,2,1.0,50,8,4,158.47339181753526
2,2,1.0,50,8,8,174.39885448420827
2,2,1.0,100,2,2,94.37114603623883
2,2,1.0,100,2,4,99.16906826626717
2,2,1.0,100,2,8,109.43949287904954
2,2,1.0,100,4,2,89.1079815296247
2,2,1.0,100,4,4,113.51383094708846
2,2,1.0,100,4,8,148.6801245945903
2,2,1.0,100,8,2,83.80958946914909
2,2,1.0,100,8,4,119.94985077734599
2,2,1.0,100,8,8,144.17884974663903
2,2,1.0,200,2,2,23.334257552598622
2,2,1.0,200,2,4,31.646577733827453
2,2,1.0,200,2,8,46.655420642183394
2,2,1.0,200,4,2,18.437271789172932
2,2,1.0,200,4,4,55.10011906411933
2,2,1.0,200,4,8,132.18800321442615
2,2,1.0,200,8,2,16.87594059336085
2,2,1.0,200,8,4,52.399646759298555
2,2,1.0,200,8,8,88.64488724511125
2,2,1.0,500,2,2,12.575010077470568
2,2,1.0,500,2,4,18.54996814982104
2,2,1.0,500,2,8,29.452325023846637
2,2,1.0,500,4,2,13.280402517767884
2,2,1.0,500,4,4,39.752169136026865
2,2,1.0,500,4,8,114.84669135861829
2,2,1.0,500,8,2,13.313430825228137
2,2,1.0,500,8,4,37.15064928147168
2,2,1.0,500,8,8,69.26422325624547
2,2,10.0,50,2,2,142.83034730072734
2,2,10.0,50,2,4,124.80558280134174
2,2,10.0,50,2,8,119.47147838242023
2,2,10.0,50,4,2,133.88299015253975
2,2,10.0,50,4,4,103.93521200059978
2,2,10.0,50,4,8,97.00531913488149
2,2,10.0,50,8,2,129.8128510324859
2,2,10.0,50,8,4,90.75270686040298
2,2,10.0,50,8,8,80.42530344964227
2,2,10.0,100,2,2,73.4195491327394
2,2,10.0,100,2,4,53.067032727140294
2,2,10.0,100,2,8,51.04930319614092
2,2,10.0,100,4,2,39.89112217164106
2,2,10.0,100,4,4,28.80458757896878
2,2,10.0,100,4,8,49.90318083477223
2,2,10.0,100,8,2,25.529406626911012
2,2,10.0,100,8,4,25.67330845030823
2,2,10.0,100,8,8,59.183312724152934
2,2,10.0,200,2,2,22.964834364765686
2,2,10.0,200,2,4,21.943078616917738
2,2,10.0,200,2,8,23.114248797376934
2,2,10.0,200,4,2,18.69521221129207
2,2,10.0,200,4,4,21.2631813904462
2,2,10.0,200,4,8,34.443126239641956
2,2,10.0,200,8,2,18.40735906552958
2,2,10.0,200,8,4,21.919415358383088
2,2,10.0,200,8,8,50.64444097532207
2,2,10.0,500,2,2,16.52321251970801
2,2,10.0,500,2,4,18.595924570844314
2,2,10.0,500,2,8,19.51398318785678
2,2,10.0,500,4,2,16.85509656581415
2,2,10.0,500,4,4,20.414921599047684
2,2,10.0,500,4,8,27.664229488649845
2,2,10.0,500,8,2,17.01000760535194
2,2,10.0,500,8,4,21.169171803329178
2,2,10.0,500,8,8,45.80503415922089
2,4,0.01,50,2,2,81.17695623213532
2,4,0.01,50,2,4,103.08471560547268
2,4,0.01,50,2,8,117.09324459784364
2,4,0.01,50,4,2,80.54982639533195
2,4,0.01,50,4,4,138.50493215048692
2,4,0.01,50,4,8,168.1454223027848
2,4,0.01,50,8,2,77.7495198127662
2,4,0.01,50,8,4,152.5759554082218
2,4,0.01,50,8,8,192.53836809723063
2,4,0.01,100,2,2,78.61379313692039
2,4,0.01,100,2,4,117.97429849068871
2,4,0.01,100,2,8,135.09628929559543
2,4,0.01,100,4,2,96.05618634693113
2,4,0.01,100,4,4,158.87818730216284
2,4,0.01,100,4,8,176.79475262523107
2,4,0.01,100,8,2,93.9065087440214
2,4,0.01,100,8,4,169.14314499737574
2,4,0.01,100,8,8,198.97808798723028
2,4,0.01,200,2,2,97.06670587175577
2,4,0.01,200,2,4,139.91733958158432
2,4,0.01,200,2,8,155.65441196216494
2,4,0.01,200,4,2,114.8661355136038
2,4,0.01,200,4,4,158.13330210727773
2,4,0.01,200,4,8,184.93627565216485
2,4,0.01,200,8,2,110.37650556390734
2,4,0.01,200,8,4,174.73313178427168
2,4,0.01,200,8,8,210.62417083486469
2,4,0.01,500,2,2,74.03879692542819
2,4,0.01,500,2,4,130.34317011350942
2,4,0.01,500,2,8,148.12523987827112
2,4,0.01,500,4,2,80.06265518447404
2,4,0.01,500,4,4,163.5147002024956
2,4,0.01,500,4,8,190.1497379438594
2,4,0.01,500,8,2,56.04107583265115
2,4,0.01,500,8,4,167.98066585413798
2,4,0.01,500,8,8,213.85687848833885
2,4,0.1,50,2,2,72.56224481897556
2,4,0.1,50,2,4,81.28765909577389
2,4,0.1,50,2,8,91.26943959142359
2,4,0.1,50,4,2,68.49981035080991
2,4,0.1,50,4,4,101.00985722548997
2,4,0.1,50,4,8,131.86347432323973
2,4,0.1,50,8,2,64.77865367200539
2,4,0.1,50,8,4,109.13691295080972
2,4,0.1,50,8,8,161.2154595219872
2,4,0.1,100,2,2,53.45471417412822
2,4,0.1,100,2,4,72.25714588136186
2,4,0.1,100,2,8,81.23755104355648
2,4,0.1,100,4,2,57.96615181830095
2,4,0.1,100,4,4,90.48011776357419
2,4,0.1,100,4,8,127.11151678699352
2,4,0.1,100,8,2,53.13786914008942
2,4,0.1,100,8,4,102.4317010119054
2,4,0.1,100,8,8,161.69689398609287
2,4,0.1,200,2,2,42.247508545498896
2,4,0.1,200,2,4,53.544817717731085
2,4,0.1,200,2,8,67.20696044137689
2,4,0.1,200,4,2,33.34275242922943
2,4,0.1,200,4,4,85.59235531637587
2,4,0.1,200,4,8,126.19915212839112
2,4,0.1,200,8,2,25.406978807869987
2,4,0.1,200,8,4,89.96424132031076
2,4,0.1,200,8,8,152.82900994168168
2,4,0.1,500,2,2,9.81828516607126
2,4,0.1,500,2,4,16.20324306757701
2,4,0.1,500,2,8,35.03821521019538
2,4,0.1,500,4,2,10.493139841540799
2,4,0.1,500,4,4,78.67117435935062
2,4,0.1,500,4,8,121.41038742183338
2,4,0.1,500,8,2,10.21859563775088
2,4,0.1,500,8,4,20.362742850282196
2,4,0.1,500,8,8,109.47610197172524
2,4,1.0,50,2,2,57.38271281608301
2,4,1.0,50,2,4,59.85094470407476
2,4,1.0,50,2,8,60.8216287126265
2,4,1.0,50,4,2,52.457300023978206
2,4,1.0,50,4,4,54.63828194677665
2,4,1.0,50,4,8,73.20513669631939
2,4,1.0,50,8,2,47.09470403422543
2,4,1.0,50,8,4,48.31818260735078
2,4,1.0,50,8,8,94.11060528154486
2,4,1.0,100,2,2,32.46854891820328
2,4,1.0,100,2,4,29.04377185811681
2,4,1.0,100,2,8,29.94746446527936
2,4,1.0,100,4,2,24.777204724552814
2,4,1.0,100,4,4,21.817298689221968
2,4,1.0,100,4,8,54.016471611187875
2,4,1.0,100,8,2,20.601316876587298
2,4,1.0,100,8,4,21.642509472045024
2,4,1.0,100,8,8,60.28918911004993
2,4,1.0,200,2,2,17.475475456525942
2,4,1.0,200,2,4,17.08381612452162
2,4,1.0,200,2,8,18.199089735973544
2,4,1.0,200,4,2,14.817343905704622
2,4,1.0,200,4,4,17.893257047449836
2,4,1.0,200,4,8,49.77496811670789
2,4,1.0,200,8,2,13.839610839399898
2,4,1.0,200,8,4,17.72214482262962
2,4,1.0,200,8,8,30.19661617647781
2,4,1.0,500,2,2,11.59548238062584
2,4,1.0,500,2,4,14.003627443397884
2,4,1.0,500,2,8,15.552322430145004
2,4,1.0,500,4,2,12.082588032504974
2,4,1.0,500,4,4,16.638610775250243
2,4,1.0,500,4,8,45.929811210485184
2,4,1.0,500,8,2,12.058315994331075
2,4,1.0,500,8,4,16.66171753198699
2,4,1.0,500,8,8,24.849350630260048
2,4,10.0,50,2,2,64.35247438263335
2,4,10.0,50,2,4,49.423381887372486
2,4,10.0,50,2,8,44.43944625777317
2,4,10.0,50,4,2,51.1999400838859
