,classical_samp,alpha,repetition,error
351,500,1.0,12,25.18172038511145
352,50,10.0,12,47.36155669516623
353,100,10.0,12,41.492450247059466
354,200,10.0,12,33.281310527574696
355,500,10.0,12,25.397249526411347
356,50,100.0,12,48.52858782049129
357,100,100.0,12,41.24956930687756
358,200,100.0,12,32.74238733762242
359,500,100.0,12,30.69513383063336
360,50,1000.0,12,54.76463734514696
361,100,1000.0,12,60.26045314417978
362,200,1000.0,12,66.89502644414576
363,500,1000.0,12,63.34814764836293
364,50,0.001,13,52.43041283831389
365,100,0.001,13,54.337755652757615
366,200,0.001,13,44.99696549419523
367,500,0.001,13,30.2978208883164
368,50,0.01,13,57.67454147486727
369,100,0.01,13,56.58345929707253
370,200,0.01,13,45.02094544063592
371,500,0.01,13,31.421397814230595
372,50,0.1,13,59.87891423481677
373,100,0.1,13,47.843592127019036
374,200,0.1,13,38.85122915580009
375,500,0.1,13,23.0632617619593
376,50,1.0,13,51.27038438812172
377,100,1.0,13,40.49048162869933
378,200,1.0,13,34.420898310490564
379,500,1.0,13,24.012419307935414
380,50,10.0,13,53.475097186909856
381,100,10.0,13,35.147936271729435
382,200,10.0,13,32.58578083401964
383,500,10.0,13,24.712196107866873
384,50,100.0,13,53.57384388921488
385,100,100.0,13,37.759012912129165
386,200,100.0,13,32.37949020151085
387,500,100.0,13,30.133426592578306
388,50,1000.0,13,60.3520492763241
389,100,1000.0,13,67.63700989404694
390,200,1000.0,13,68.16540886505955
391,500,1000.0,13,62.104151723931764
392,50,0.001,14,58.71942786505637
393,100,0.001,14,52.130150278400116
394,200,0.001,14,47.015634122426164
395,500,0.001,14,28.015137905939643
396,50,0.01,14,60.44341391203794
397,100,0.01,14,54.65155841940908
398,200,0.01,14,45.43107984726432
399,500,0.01,14,31.659326445561256
400,50,0.1,14,64.13177543525558
401,100,0.1,14,48.99226400479332
402,200,0.1,14,38.42137421326593
403,500,0.1,14,24.94289821431025
404,50,1.0,14,41.324584664622606
405,100,1.0,14,36.47493263645023
406,200,1.0,14,32.5535464325678
407,500,1.0,14,24.61796575241992
408,50,10.0,14,53.96386572236221
409,100,10.0,14,39.60463465214972
410,200,10.0,14,32.52845832672377
411,500,10.0,14,22.647297340797955
412,50,100.0,14,42.69420283891473
413,100,100.0,14,39.10734902047306
414,200,100.0,14,34.42130954787935
415,500,100.0,14,30.5996572390809
416,50,1000.0,14,55.211947716435596
417,100,1000.0,14,59.11686855934452
418,200,1000.0,14,63.11926963175752
419,500,1000.0,14,62.16591608216606
420,50,0.001,15,56.91090819621652
421,100,0.001,15,53.04142702674948
422,200,0.001,15,44.03397206820754
423,500,0.001,15,32.31548341600622
424,50,0.01,15,60.77460961719113
425,100,0.01,15,49.47902613255474
426,200,0.01,15,43.17407170291506
427,500,0.01,15,29.35164046609305
428,50,0.1,15,64.45517482527572
429,100,0.1,15,47.282449185398875
430,200,0.1,15,35.631418831428164
431,500,0.1,15,25.6581675044499
432,50,1.0,15,48.43389239847454
433,100,1.0,15,37.4515888851002
434,200,1.0,15,30.55131283446008
435,500,1.0,15,24.379249895119504
436,50,10.0,15,41.899935271747964
437,100,10.0,15,37.735979887402415
438,200,10.0,15,32.09126102578141
439,500,10.0,15,23.747770033774845
440,50,100.0,15,46.164121121717386
441,100,100.0,15,37.13187556505814
442,200,100.0,15,31.83083809575944
443,500,100.0,15,29.786698207428024
444,50,1000.0,15,64.98917310930086
445,100,1000.0,15,61.73906946947978
446,200,1000.0,15,67.6255523425105
447,500,1000.0,15,63.10769859952463
448,50,0.001,16,61.49525933168334
449,100,0.001,16,53.74711911746932
450,200,0.001,16,40.43920408843151
451,500,0.001,16,29.426147887779557
452,50,0.01,16,58.695989622929524
453,100,0.01,16,47.766694641830966
454,200,0.01,16,42.79322553557725
455,500,0.01,16,29.461102027250806
456,50,0.1,16,57.3024182923343
457,100,0.1,16,45.26180836405288
458,200,0.1,16,41.85359898674535
459,500,0.1,16,27.052918208913315
460,50,1.0,16,40.073757450107216
461,100,1.0,16,36.01454796520422
462,200,1.0,16,31.553457170346224
463,500,1.0,16,22.02161311746323
464,50,10.0,16,43.63686205133343
465,100,10.0,16,45.36878535375356
466,200,10.0,16,33.57846973386467
467,500,10.0,16,23.28915200260764
468,50,100.0,16,41.21692414835275
469,100,100.0,16,38.6742728368602
470,200,100.0,16,33.48617749890285
471,500,100.0,16,29.750346236512737
472,50,1000.0,16,64.44322968203758
473,100,1000.0,16,66.55752351031121
474,200,1000.0,16,62.913166661593245
475,500,1000.0,16,62.11248315718082
476,50,0.001,17,60.772348222881156
477,100,0.001,17,57.37858795506669
478,200,0.001,17,46.626859625574895
479,500,0.001,17,26.749354551562323
480,50,0.01,17,58.17121159514217
481,100,0.01,17,50.57654362272892
482,200,0.01,17,41.563161774197134
483,500,0.01,17,30.1961373764329
484,50,0.1,17,61.5824410720203
485,100,0.1,17,45.59815418666401
486,200,0.1,17,40.2586166555616
487,500,0.1,17,24.180392957108396
488,50,1.0,17,47.26320255789173
489,100,1.0,17,38.136460952302585
490,200,1.0,17,32.091188339379
491,500,1.0,17,23.42305789003026
492,50,10.0,17,46.686815519879616
493,100,10.0,17,36.61926703648485
494,200,10.0,17,32.11164890236593
495,500,10.0,17,23.804985299842908
496,50,100.0,17,47.18761729727933
497,100,100.0,17,40.49635140260998
498,200,100.0,17,31.284066824831577
499,500,100.0,17,29.974426622129922
500,50,1000.0,17,57.01412429779861
501,100,1000.0,17,61.364506450613895
502,200,1000.0,17,62.660441804636335
503,500,1000.0,17,63.18037973249891
504,50,0.001,18,59.96499595466021
505,100,0.001,18,45.85556372524127
506,200,0.001,18,41.97174595621353
507,500,0.001,18,30.79366719648631
508,50,0.01,18,60.503706388190366
509,100,0.01,18,54.88910142537008
510,200,0.01,18,45.32661863803896
511,500,0.01,18,30.299172047256604
512,50,0.1,18,49.31905172579817
513,100,0.1,18,47.44900936108992
514,200,0.1,18,35.492683772866926
515,500,0.1,18,24.356907606873385
516,50,1.0,18,41.62876228890755
517,100,1.0,18,35.39619601651452
518,200,1.0,18,32.286045607007985
519,500,1.0,18,23.341180730607
520,50,10.0,18,45.63821326786432
521,100,10.0,18,44.10981342062278
522,200,10.0,18,36.60785827250516
523,500,10.0,18,23.9542950883878
524,50,100.0,18,45.302150762266685
525,100,100.0,18,39.81907384423844
526,200,100.0,18,33.707915557420435
527,500,100.0,18,30.572973028794436
528,50,1000.0,18,69.53813139938775
529,100,1000.0,18,68.74330510163368
530,200,1000.0,18,68.9716908848733
531,500,1000.0,18,65.51507345736553
532,50,0.001,19,59.98163993255158
533,100,0.001,19,57.99609696725554
534,200,0.001,19,43.70353430627597
535,500,0.001,19,29.82313417641087
536,50,0.01,19,62.79177406495443
537,100,0.01,19,49.30552759215168
538,200,0.01,19,44.72539613530052
539,500,0.01,19,31.76040187024122
540,50,0.1,19,62.52677924023195
541,100,0.1,19,42.68434531101228
542,200,0.1,19,35.28298693931599
543,500,0.1,19,26.468556377435693
544,50,1.0,19,42.91447209111446
545,100,1.0,19,37.157112956245605
546,200,1.0,19,33.20163628601799
547,500,1.0,19,23.75015131861485
548,50,10.0,19,46.06557213776453
549,100,10.0,19,36.227369233671666
550,200,10.0,19,32.659018622186636
551,500,10.0,19,23.817917312139585
552,50,100.0,19,47.89338197419631
553,100,100.0,19,33.418678177492964
554,200,100.0,19,33.51781582802357
555,500,100.0,19,30.40257205580152
556,50,1000.0,19,66.995947362232
557,100,1000.0,19,66.78885965544008
558,200,1000.0,19,59.65838686557474
559,500,1000.0,19,57.116211002355485
