,rep,alp,num_cell,error
0,0,0.01,50,29.903863411029647
1,0,0.01,100,24.62723209702012
2,0,0.01,200,19.52423272377556
3,0,0.01,500,12.8409006341245
4,0,0.1,50,26.84767138223875
5,0,0.1,100,21.42928163350617
6,0,0.1,200,15.550544773384097
7,0,0.1,500,8.547959950990087
8,0,1.0,50,27.29661478705753
9,0,1.0,100,19.990701898233418
10,0,1.0,200,13.000465678164037
11,0,1.0,500,5.793494212935101
12,0,10.0,50,30.25417292793215
13,0,10.0,100,21.987863921276134
14,0,10.0,200,13.44306908465455
15,0,10.0,500,6.588562864086042
16,1,0.01,50,28.913051221633875
17,1,0.01,100,24.374816033084816
18,1,0.01,200,19.523120182995534
19,1,0.01,500,12.76010853090439
20,1,0.1,50,27.15691962256085
21,1,0.1,100,21.14123543297137
22,1,0.1,200,15.342671094204283
23,1,0.1,500,8.49181757509897
24,1,1.0,50,26.404362826656854
25,1,1.0,100,19.489036901722194
26,1,1.0,200,12.945180336295396
27,1,1.0,500,5.6729086362305825
28,1,10.0,50,30.15366920931295
29,1,10.0,100,21.15332047029367
30,1,10.0,200,13.927682198445599
31,1,10.0,500,6.4682071476440814
32,2,0.01,50,29.657989097227407
33,2,0.01,100,24.796887999292633
34,2,0.01,200,19.61891031239256
35,2,0.01,500,12.572316144599057
36,2,0.1,50,26.840982882927033
37,2,0.1,100,21.226262466393756
38,2,0.1,200,15.785309343131342
39,2,0.1,500,8.231460547741417
40,2,1.0,50,26.188011801732593
41,2,1.0,100,19.94614158547836
42,2,1.0,200,12.734115729003651
43,2,1.0,500,5.7597523789691705
44,2,10.0,50,30.100557407021203
45,2,10.0,100,21.456176807468736
46,2,10.0,200,13.796114355182388
47,2,10.0,500,6.472503605057356
48,3,0.01,50,29.318455203006906
49,3,0.01,100,24.855904155240697
50,3,0.01,200,19.683304597002973
51,3,0.01,500,12.701427463597826
52,3,0.1,50,26.713851747419454
53,3,0.1,100,21.31416846761375
54,3,0.1,200,15.599051940671071
55,3,0.1,500,8.367415224710951
56,3,1.0,50,26.57069216790361
57,3,1.0,100,20.2739697101687
58,3,1.0,200,12.83501528992762
59,3,1.0,500,5.81832888807471
60,3,10.0,50,29.966278451590902
61,3,10.0,100,21.53304421710073
62,3,10.0,200,13.673448012187423
63,3,10.0,500,6.42422390417676
64,4,0.01,50,29.74658670799672
65,4,0.01,100,24.721284565187517
66,4,0.01,200,19.559521725663917
67,4,0.01,500,12.804749317031611
68,4,0.1,50,27.0852530244132
69,4,0.1,100,21.350562598791445
70,4,0.1,200,15.223200403853609
71,4,0.1,500,8.262486112412686
72,4,1.0,50,26.324811651094034
73,4,1.0,100,20.01893101234312
74,4,1.0,200,13.037798436846384
75,4,1.0,500,5.84986272145452
76,4,10.0,50,30.25430405948111
77,4,10.0,100,21.880935299704255
78,4,10.0,200,13.442805746445565
79,4,10.0,500,6.492861422414896
80,5,0.01,50,29.501131779571352
81,5,0.01,100,24.070574151399615
82,5,0.01,200,19.6952584616598
83,5,0.01,500,12.646454814154641
84,5,0.1,50,26.038766057535682
85,5,0.1,100,21.255262732971715
86,5,0.1,200,15.640440125187345
87,5,0.1,500,8.144113916915654
88,5,1.0,50,26.528301097596806
89,5,1.0,100,20.136786190478727
90,5,1.0,200,13.011397720540629
91,5,1.0,500,5.580194340538135
92,5,10.0,50,30.308651898143086
93,5,10.0,100,21.918751413189202
94,5,10.0,200,13.549741307565732
95,5,10.0,500,6.5354860431206045
96,6,0.01,50,29.63182723169652
97,6,0.01,100,24.63662995031662
98,6,0.01,200,19.511456180978552
99,6,0.01,500,12.632327229103295
100,6,0.1,50,26.7460622295619
101,6,0.1,100,21.045238269808394
102,6,0.1,200,15.469090806693915
103,6,0.1,500,8.211506367440128
104,6,1.0,50,26.710099096939167
105,6,1.0,100,19.44086684723633
106,6,1.0,200,13.2009687299431
107,6,1.0,500,5.729260068189878
108,6,10.0,50,28.738023801114235
109,6,10.0,100,21.264430542978072
110,6,10.0,200,13.602832645050011
111,6,10.0,500,6.49787956276937
112,7,0.01,50,29.57280875671485
113,7,0.01,100,24.665154960635817
114,7,0.01,200,19.676009152039015
115,7,0.01,500,12.702221677599356
116,7,0.1,50,27.496298315428305
117,7,0.1,100,21.154841726924143
