,rep,alp,num_cell,error
0,0,0.01,50,28.348583478036105
1,0,0.01,100,23.888101867407478
2,0,0.01,200,18.350292800105652
3,0,0.01,500,10.81583331110567
4,0,0.1,50,25.95639643987198
5,0,0.1,100,20.34237333406672
6,0,0.1,200,14.27429630930129
7,0,0.1,500,6.303884840382995
8,0,1.0,50,25.641731568424714
9,0,1.0,100,18.432449735373492
10,0,1.0,200,11.546908201755802
11,0,1.0,500,3.547391744605784
12,0,10.0,50,28.852910828144115
13,0,10.0,100,19.92340919720585
14,0,10.0,200,11.819026698076444
15,0,10.0,500,5.667840873385175
16,1,0.01,50,28.96883342117759
17,1,0.01,100,23.633556532063643
18,1,0.01,200,18.428082456470097
19,1,0.01,500,10.869774977277157
20,1,0.1,50,25.823161068757788
21,1,0.1,100,20.423278433479663
22,1,0.1,200,14.013616615744708
23,1,0.1,500,6.2860684109302
24,1,1.0,50,25.524179924803466
25,1,1.0,100,18.685644153315035
26,1,1.0,200,11.617483847146968
27,1,1.0,500,3.5672891115277734
28,1,10.0,50,27.91518478635766
29,1,10.0,100,20.01442989500867
30,1,10.0,200,12.064439844880987
31,1,10.0,500,5.618826975735412
32,2,0.01,50,28.550722527923092
33,2,0.01,100,23.570935993084532
34,2,0.01,200,18.468395765492975
35,2,0.01,500,10.975067666785812
36,2,0.1,50,26.199983957882694
37,2,0.1,100,20.382847965395314
38,2,0.1,200,14.365769316815749
39,2,0.1,500,6.385425196315758
40,2,1.0,50,25.16448862448696
41,2,1.0,100,18.792825949266486
42,2,1.0,200,11.556089861654113
43,2,1.0,500,3.539665524473532
44,2,10.0,50,28.28338480105313
45,2,10.0,100,19.962964480925653
46,2,10.0,200,12.248417810520834
47,2,10.0,500,5.66368533226986
48,3,0.01,50,28.948401290682305
49,3,0.01,100,23.411428940485465
50,3,0.01,200,18.329783020733174
51,3,0.01,500,10.863032453720102
52,3,0.1,50,26.33042771771107
53,3,0.1,100,20.075414096081566
54,3,0.1,200,14.3114341105729
55,3,0.1,500,6.252923510582807
56,3,1.0,50,26.36665834249115
57,3,1.0,100,18.246116643069293
58,3,1.0,200,11.627440493785528
59,3,1.0,500,3.538862007979887
60,3,10.0,50,28.394801418915204
61,3,10.0,100,20.093186817018925
62,3,10.0,200,11.951923384761754
63,3,10.0,500,5.646038469292298
64,4,0.01,50,28.871645117392738
65,4,0.01,100,23.701173967346428
66,4,0.01,200,18.515014535360994
67,4,0.01,500,10.749058349530499
68,4,0.1,50,26.476964763468217
69,4,0.1,100,20.33961090781
70,4,0.1,200,14.131665032967767
71,4,0.1,500,6.327815747651829
72,4,1.0,50,25.24981696940644
73,4,1.0,100,18.38811165254563
74,4,1.0,200,11.631847374860572
75,4,1.0,500,3.601962847190274
76,4,10.0,50,28.481962485795048
77,4,10.0,100,19.800644272620016
78,4,10.0,200,12.130723369316877
79,4,10.0,500,5.660363487730485
80,5,0.01,50,28.466308824075295
81,5,0.01,100,23.821601790245495
82,5,0.01,200,18.340738130481512
83,5,0.01,500,10.913315023112874
84,5,0.1,50,26.302567009334233
85,5,0.1,100,20.35387697147095
86,5,0.1,200,14.089622959049466
87,5,0.1,500,6.268111879344722
88,5,1.0,50,25.52202432980412
89,5,1.0,100,18.368005783824476
90,5,1.0,200,11.544757984477892
91,5,1.0,500,3.570264419465643
92,5,10.0,50,29.079855054155672
93,5,10.0,100,20.159258099029127
94,5,10.0,200,12.177713230484851
95,5,10.0,500,5.699811416986441
96,6,0.01,50,28.96531378685541
97,6,0.01,100,23.711161368254327
98,6,0.01,200,18.48962884888397
99,6,0.01,500,10.774090587359062
100,6,0.1,50,26.63063791964211
101,6,0.1,100,20.651094609914665
102,6,0.1,200,14.3954514684235
103,6,0.1,500,6.403999342642565
104,6,1.0,50,26.185988717183005
105,6,1.0,100,18.486309862807936
106,6,1.0,200,11.590904359595545
107,6,1.0,500,3.534414848015311
108,6,10.0,50,28.10812577021038
109,6,10.0,100,20.045167370062014
110,6,10.0,200,12.144266610929373
111,6,10.0,500,5.653267595760645
112,7,0.01,50,28.664333788257807
113,7,0.01,100,23.4552380793582
114,7,0.01,200,18.28142903558165
115,7,0.01,500,10.768471572650704
116,7,0.1,50,26.638253723393447
117,7,0.1,100,20.22729538009357
118,7,0.1,200,13.910913538384605
119,7,0.1,500,6.231727439473168
120,7,1.0,50,25.756763421846973
121,7,1.0,100,18.483306673315628
122,7,1.0,200,11.546225977351575
123,7,1.0,500,3.6265860409282804
124,7,10.0,50,28.31121109140183
125,7,10.0,100,20.152746561442353
126,7,10.0,200,12.250547591445992
127,7,10.0,500,5.670744644058241
