epoch,arch,structured,train_loss,train_acc1,train_acc5,val_loss,val_acc1,val_acc5,best_acc1
48,alexnet,False,2.270489673697396,49.17840576171875,73.00525665283203,1.9910266287231446,54.58599853515625,77.85599517822266,54.58599853515625
49,alexnet,False,2.2569745336355393,49.49717712402344,73.20085906982422,1.9877833822631836,54.6879997253418,77.8740005493164,54.6879997253418
50,alexnet,False,2.2518650558483064,49.61410140991211,73.32059478759766,1.9876045400238036,54.54399871826172,77.92599487304688,54.6879997253418
51,alexnet,False,2.247325569603771,49.721656799316406,73.33854675292969,1.9804816973114014,54.683998107910156,78.09600067138672,54.6879997253418
52,alexnet,False,2.239235586146587,49.736488342285156,73.52415466308594,1.9826977793884277,54.75600051879883,77.89799499511719,54.75600051879883
53,alexnet,False,2.227552329370064,49.98360824584961,73.69977569580078,1.9761950778198243,55.01799774169922,77.98199462890625,55.01799774169922
54,alexnet,False,2.21909389529436,50.15860366821289,73.8432388305664,1.9783914168548584,54.87799835205078,78.03199768066406,55.01799774169922
55,alexnet,False,2.217466724362118,50.212303161621094,73.8594741821289,1.9765147519683839,54.727996826171875,78.16600036621094,55.01799774169922
56,alexnet,False,2.203187687584914,50.47144317626953,74.09004974365234,1.9694346462249757,55.05399703979492,78.25,55.05399703979492
57,alexnet,False,2.201386098436029,50.44552993774414,74.08536529541016,1.9730398403930665,54.8120002746582,78.14599609375,55.05399703979492
58,alexnet,False,2.193290122565629,50.56682586669922,74.2328872680664,1.9667500021362305,55.09199905395508,78.21599578857422,55.09199905395508
59,alexnet,False,2.186317854631616,50.71746826171875,74.38727569580078,1.952660878829956,55.28799819946289,78.50599670410156,55.28799819946289
60,alexnet,False,2.182249161966445,50.71762466430664,74.41116333007812,1.9629480693817138,55.167999267578125,78.39199829101562,55.28799819946289
61,alexnet,False,2.111667856276493,52.223594665527344,75.57697296142578,1.9273208171844483,55.99399948120117,78.90399932861328,55.99399948120117
62,alexnet,False,2.109309454350298,52.215789794921875,75.51734161376953,1.9234178460693359,56.034000396728516,78.98999786376953,56.034000396728516
63,alexnet,False,2.102478449876985,52.39312744140625,75.58727264404297,1.921850321121216,56.13999938964844,78.95199584960938,56.13999938964844
64,alexnet,False,2.097802275405315,52.48382568359375,75.70997619628906,1.9214188694000245,56.10599899291992,79.00799560546875,56.13999938964844
65,alexnet,False,2.0923773623345925,52.54673767089844,75.78256225585938,1.9188260192108155,56.22599792480469,79.00199890136719,56.22599792480469
66,alexnet,False,2.093388161448373,52.570152282714844,75.74259948730469,1.9151309622192383,56.23999786376953,79.14199829101562,56.23999786376953
67,alexnet,False,2.0895020500201946,52.67989730834961,75.77803802490234,1.9179611832427979,56.27199935913086,79.01399993896484,56.27199935913086
68,alexnet,False,2.0847202403103546,52.776371002197266,75.9247817993164,1.9152464073181152,56.253997802734375,79.10399627685547,56.27199935913086
69,alexnet,False,2.0856410789964364,52.750301361083984,75.83314514160156,1.9139345532226562,56.24399948120117,79.13999938964844,56.27199935913086
70,alexnet,False,2.0805604217420868,52.81898880004883,75.97941589355469,1.9167776315307616,56.27399826049805,79.06800079345703,56.27399826049805
71,alexnet,False,2.081340978885006,52.74717712402344,75.97723388671875,1.9147837358856201,56.2599983215332,79.14199829101562,56.27399826049805
72,alexnet,False,2.0852147599982125,52.74639892578125,75.9371109008789,1.9153358145141601,56.38999938964844,79.10599517822266,56.38999938964844
73,alexnet,False,2.076928721099164,52.9218635559082,76.01531982421875,1.9160177360534667,56.36199951171875,79.08599853515625,56.38999938964844
74,alexnet,False,2.074937382358706,52.991485595703125,76.01142120361328,1.9123716236877442,56.36399841308594,79.1500015258789,56.38999938964844
75,alexnet,False,2.0743851637445156,52.8939208984375,76.08135223388672,1.9119560791015624,56.33199691772461,79.197998046875,56.38999938964844
76,alexnet,False,2.0804718869546477,52.85489273071289,75.98847198486328,1.913873024749756,56.38999938964844,79.1500015258789,56.38999938964844
77,alexnet,False,2.0712222790450996,52.98555374145508,76.07557678222656,1.9136710484313966,56.33599853515625,79.12799835205078,56.38999938964844
78,alexnet,False,2.0693366103767628,53.02177047729492,76.10195922851562,1.9078854992675782,56.43000030517578,79.20199584960938,56.43000030517578
79,alexnet,False,2.072989058253687,52.88408660888672,76.07386016845703,1.91064749168396,56.42399978637695,79.28199768066406,56.43000030517578
80,alexnet,False,2.0676088502788703,52.96947479248047,76.14176940917969,1.9104747067260741,56.39799880981445,79.13199615478516,56.43000030517578
81,alexnet,False,2.0716909435075177,53.0339469909668,76.07745361328125,1.9126435270690918,56.365997314453125,79.0979995727539,56.43000030517578
82,alexnet,False,2.070751969163088,52.96697998046875,76.08494567871094,1.9095246900939942,56.39399719238281,79.1780014038086,56.43000030517578
83,alexnet,False,2.0654472782194606,53.08343505859375,76.1814193725586,1.908162394104004,56.40399932861328,79.17399597167969,56.43000030517578
84,alexnet,False,2.06698115504135,53.15586853027344,76.16268920898438,1.9079582545471192,56.577999114990234,79.1780014038086,56.577999114990234
85,alexnet,False,2.0633544534559816,53.19145965576172,76.27571105957031,1.907721770553589,56.487998962402344,79.25199890136719,56.577999114990234
86,alexnet,False,2.0625165173013906,53.194427490234375,76.20858001708984,1.9075147675323487,56.387996673583984,79.25799560546875,56.577999114990234
87,alexnet,False,2.0634997721450734,53.090614318847656,76.21607208251953,1.9079541152954103,56.55399703979492,79.20600128173828,56.577999114990234
88,alexnet,False,2.0580535882740665,53.096858978271484,76.33097076416016,1.907960231704712,56.50199890136719,79.33399963378906,56.577999114990234
89,alexnet,False,2.0592817606270972,53.111534118652344,76.26525115966797,1.9071862759399414,56.40599822998047,79.18999481201172,56.577999114990234
90,alexnet,False,2.0594101015986364,53.221744537353516,76.26899719238281,1.9069768704223633,56.50199890136719,79.22999572753906,56.577999114990234
